Median pitch,Mean pitch,Standard deviation,Minimum pitch,Maximum pitch,Number of pulses,Number of periods,Mean period,Standard deviation of period,Fraction of locally unvoiced frames,Number of voice breaks,Degree of voice breaks,Jitter (local),"Jitter (local, absolute)",Jitter (rap),Jitter (ppq5),Jitter (ddp),Shimmer (local),"Shimmer (local, dB)",Shimmer (apq3),Shimmer (apq5),Shimmer (apq11),Shimmer (dda),Mean autocorrelation,Mean noise-to-harmonics ratio,Mean harmonics-to-noise ratio,clip_name,age,gender
123.072,123.905,11.717,98.842,148.984,238,228,8.056169E-3,0.783037E-3,52.143,7,7.523,3.397,273.659E-6,1.581,1.573,4.744,17.493,1.720,6.761,9.774,24.737,20.283,0.805096,0.296468,7.695,common_voice_en_10106.mp3,sixties,male
122.846,120.322,16.167,88.181,157.750,325,322,8.298509E-3,1.161393E-3,43.154,2,4.765,2.621,217.484E-6,1.316,1.628,3.948,13.837,1.349,6.290,8.567,12.453,18.869,0.852201,0.205414,10.123,common_voice_en_10107.mp3,sixties,male
124.204,126.741,16.545,92.888,176.244,407,399,7.867774E-3,1.023005E-3,41.459,7,9.035,2.208,173.718E-6,1.036,1.230,3.109,16.420,1.393,7.074,10.995,19.277,21.223,0.864181,0.185163,9.964,common_voice_en_10108.mp3,sixties,male
123.962,132.607,25.809,72.512,216.033,333,319,7.563592E-3,1.358771E-3,59.720,9,14.363,2.876,217.517E-6,1.436,1.446,4.307,14.715,1.315,5.595,9.190,18.010,16.784,0.838288,0.250081,10.000,common_voice_en_10109.mp3,sixties,male
121.049,127.651,35.884,89.582,225.409,225,221,7.912923E-3,2.085532E-3,67.814,3,6.155,2.423,191.764E-6,1.096,1.236,3.288,14.260,1.384,6.568,10.227,12.426,19.704,0.842020,0.212432,8.341,common_voice_en_10110.mp3,sixties,male
115.894,128.328,32.825,88.553,186.934,193,187,7.780373E-3,1.936820E-3,65.419,3,14.507,3.432,267.030E-6,1.736,1.858,5.207,17.665,1.577,8.356,12.070,19.639,25.068,0.772492,0.360951,6.721,common_voice_en_10111.mp3,sixties,male
119.231,119.203,11.335,92.619,148.193,255,253,8.405601E-3,0.835790E-3,47.973,1,3.347,2.673,224.659E-6,1.284,1.392,3.851,15.907,1.434,6.728,10.351,11.868,20.185,0.859566,0.194121,9.379,common_voice_en_10112.mp3,sixties,male
118.191,146.243,55.788,90.573,260.956,124,115,6.868142E-3,2.386176E-3,72.460,4,10.609,4.253,292.100E-6,1.912,2.549,5.736,19.279,1.750,9.003,13.795,20.356,27.008,0.796209,0.292973,6.830,common_voice_en_10113.mp3,sixties,male
163.560,152.342,39.121,81.368,205.167,160,157,6.549788E-3,1.837378E-3,65.337,1,3.520,5.053,330.941E-6,2.522,3.104,7.565,18.772,1.697,9.043,13.231,22.628,27.129,0.782563,0.338548,6.738,common_voice_en_10114.mp3,sixties,male
128.137,131.384,17.921,95.101,187.833,341,333,7.586725E-3,0.997837E-3,49.434,5,9.753,2.956,224.288E-6,1.519,1.659,4.558,15.668,1.443,5.982,9.294,16.174,17.945,0.846041,0.233951,9.924,common_voice_en_10115.mp3,sixties,male
120.253,121.012,19.678,76.405,179.142,307,296,8.244061E-3,1.380538E-3,41.686,9,10.196,3.077,253.674E-6,1.505,1.707,4.515,17.409,1.527,6.914,9.515,17.675,20.743,0.812985,0.286902,7.907,common_voice_en_10116.mp3,sixties,male
118.163,126.826,32.808,80.996,213.897,453,437,7.900958E-3,1.981635E-3,47.033,11,21.418,3.228,255.019E-6,1.595,1.993,4.784,17.763,1.481,8.069,12.507,17.771,24.207,0.794872,0.302574,7.091,common_voice_en_10117.mp3,sixties,male
123.461,125.100,19.191,91.619,218.773,555,546,7.994764E-3,1.169299E-3,42.857,6,22.419,2.590,207.096E-6,1.286,1.462,3.858,14.964,1.348,5.532,9.132,16.206,16.596,0.845319,0.228158,9.950,common_voice_en_10118.mp3,sixties,male
111.086,117.636,20.108,91.565,202.571,273,263,8.523706E-3,1.284616E-3,48.291,7,10.461,2.313,197.181E-6,1.035,1.278,3.106,17.262,1.531,5.721,9.023,20.494,17.164,0.837192,0.236405,8.677,common_voice_en_10119.mp3,sixties,male
122.840,124.716,13.095,92.805,159.133,171,170,8.041953E-3,0.852870E-3,51.389,0,0,3.531,283.929E-6,1.825,2.060,5.475,18.533,1.702,7.833,10.868,18.388,23.499,0.816101,0.261498,7.641,common_voice_en_10120.mp3,sixties,male
127.590,131.030,21.782,86.358,244.428,561,541,7.647862E-3,1.176454E-3,46.824,16,25.707,3.070,234.821E-6,1.479,1.709,4.438,13.374,1.275,5.657,8.496,13.033,16.971,0.841058,0.235845,9.566,common_voice_en_10121.mp3,sixties,male
112.098,116.285,24.436,74.757,205.562,210,204,8.641221E-3,1.853897E-3,55.243,4,2.453,2.690,232.477E-6,1.192,1.324,3.575,15.073,1.395,6.677,9.747,16.174,20.030,0.807461,0.314367,7.865,common_voice_en_10122.mp3,sixties,male
124.286,125.837,17.949,81.249,165.364,213,207,7.950413E-3,1.116410E-3,53.985,3,5.426,2.921,232.222E-6,1.467,1.871,4.401,15.037,1.415,6.783,10.332,18.498,20.349,0.807493,0.297072,8.522,common_voice_en_10123.mp3,sixties,male
111.144,117.382,26.809,83.706,206.067,447,439,8.515489E-3,1.765645E-3,36.187,7,8.607,1.934,164.731E-6,0.903,1.186,2.710,16.474,1.467,6.360,10.118,19.302,19.079,0.846897,0.212965,9.094,common_voice_en_10124.mp3,sixties,male
123.873,127.999,20.617,85.562,190.946,624,608,7.809689E-3,1.235369E-3,39.435,13,15.044,3.448,269.262E-6,1.600,1.959,4.799,15.520,1.387,6.740,9.977,16.952,20.221,0.793798,0.323528,7.688,common_voice_en_10125.mp3,sixties,male
174.303,184.076,37.506,102.736,323.846,223,212,5.478274E-3,0.956716E-3,65.019,7,15.062,3.275,179.392E-6,1.692,1.752,5.075,10.867,1.081,4.934,6.000,8.132,14.803,0.865643,0.191440,11.187,common_voice_en_101250.mp3,fourties,female
204.615,211.827,38.133,148.156,319.924,549,538,4.734491E-3,0.813265E-3,44.545,9,19.835,1.930,91.373E-6,0.927,1.062,2.782,11.257,1.101,4.703,7.261,13.194,14.108,0.868897,0.185949,10.238,common_voice_en_101251.mp3,fourties,female
220.045,227.869,53.392,150.207,521.357,592,579,4.415870E-3,0.876107E-3,41.772,8,16.163,2.401,106.020E-6,1.149,1.326,3.446,10.000,1.090,3.996,5.993,10.242,11.987,0.868210,0.196457,10.817,common_voice_en_101252.mp3,fourties,female
195.705,211.545,56.499,139.798,499.343,565,545,4.743510E-3,1.084391E-3,42.918,17,22.170,2.203,104.476E-6,1.049,1.218,3.147,11.270,1.098,4.694,6.975,13.033,14.081,0.842183,0.232405,8.903,common_voice_en_101253.mp3,fourties,female
189.100,183.493,27.160,110.804,307.478,295,286,5.483969E-3,0.770022E-3,55.962,7,26.168,1.819,99.778E-6,0.851,0.825,2.552,9.620,0.978,3.480,4.893,10.401,10.439,0.912795,0.127078,14.342,common_voice_en_101254.mp3,fourties,female
179.086,180.688,24.294,130.115,306.249,353,342,5.537038E-3,0.666535E-3,63.019,10,19.611,2.543,140.784E-6,1.284,1.255,3.853,8.758,0.863,3.928,4.845,6.795,11.785,0.894533,0.167529,13.410,common_voice_en_101255.mp3,fourties,female
208.354,218.561,57.507,104.918,541.662,590,568,4.640901E-3,1.028758E-3,44.063,17,22.646,2.894,134.328E-6,1.283,1.448,3.849,11.601,1.107,4.882,7.231,11.484,14.647,0.846989,0.221842,9.587,common_voice_en_101256.mp3,fourties,female
208.206,220.209,41.076,150.655,339.188,641,629,4.555485E-3,0.838709E-3,53.689,11,19.346,1.893,86.240E-6,0.927,1.044,2.780,11.058,1.087,4.313,6.571,12.163,12.940,0.885593,0.153143,10.803,common_voice_en_101257.mp3,fourties,female
224.908,222.834,35.978,152.661,427.792,503,490,4.507134E-3,0.748450E-3,51.234,11,25.694,1.904,85.833E-6,0.897,1.118,2.691,11.622,1.080,4.535,6.862,12.311,13.605,0.864696,0.187935,9.997,common_voice_en_101258.mp3,fourties,female
122.060,127.416,30.111,87.610,201.971,126,120,7.802962E-3,1.695870E-3,70.430,5,12.932,3.738,291.690E-6,1.936,1.491,5.809,17.071,1.461,8.287,10.615,18.175,24.862,0.759945,0.406529,7.520,common_voice_en_10126.mp3,sixties,male
128.785,150.693,35.188,93.770,214.088,161,155,6.671180E-3,1.537272E-3,69.786,5,24.331,4.625,308.561E-6,2.560,2.514,7.680,16.455,1.470,7.923,11.268,18.021,23.768,0.793525,0.321521,7.264,common_voice_en_10127.mp3,sixties,male
122.005,124.871,23.927,84.584,190.562,334,323,8.029380E-3,1.478390E-3,47.750,9,9.528,3.659,293.800E-6,1.890,2.235,5.669,16.165,1.433,6.662,11.593,28.686,19.987,0.791217,0.343260,7.768,common_voice_en_10128.mp3,sixties,male
139.217,128.930,24.328,91.167,170.522,232,230,7.747827E-3,1.519722E-3,53.197,1,1.404,1.582,122.590E-6,0.790,0.945,2.370,12.955,1.170,4.154,8.355,23.188,12.461,0.921394,0.093231,12.382,common_voice_en_10129.mp3,sixties,male
108.327,111.666,12.245,92.361,141.028,135,131,8.957119E-3,1.032961E-3,71.272,3,10.340,3.046,272.856E-6,1.531,1.487,4.593,16.664,1.398,6.890,11.011,19.138,20.671,0.825215,0.246288,8.008,common_voice_en_10130.mp3,sixties,male
121.344,128.897,29.426,77.718,244.333,723,707,7.768987E-3,1.633384E-3,33.372,13,10.894,2.754,213.932E-6,1.300,1.471,3.899,15.419,1.411,4.904,8.601,19.438,14.713,0.852575,0.218624,9.979,common_voice_en_10131.mp3,sixties,male
120.241,122.427,21.019,73.907,222.306,188,181,8.257452E-3,1.211135E-3,66.928,4,8.709,2.844,234.872E-6,1.411,1.425,4.233,16.418,1.509,6.530,10.066,18.017,19.589,0.809683,0.290750,8.344,common_voice_en_10132.mp3,sixties,male
121.648,121.790,15.972,75.429,193.784,279,266,8.320976E-3,1.176659E-3,43.750,9,11.808,3.480,289.546E-6,1.728,1.880,5.184,17.737,1.634,6.764,9.116,20.738,20.291,0.806313,0.306588,8.393,common_voice_en_10133.mp3,sixties,male
123.385,128.054,22.722,87.490,241.051,722,706,7.818842E-3,1.236098E-3,35.604,10,14.841,2.309,180.553E-6,1.043,1.324,3.129,15.504,1.421,5.597,8.074,16.870,16.792,0.859418,0.198782,9.952,common_voice_en_10134.mp3,sixties,male
121.485,123.547,25.628,79.153,184.533,375,371,8.133251E-3,1.709339E-3,39.286,3,2.961,2.838,230.850E-6,1.349,1.556,4.048,15.819,1.420,6.535,10.082,13.758,19.606,0.824505,0.259053,8.590,common_voice_en_10135.mp3,sixties,male
120.239,116.627,14.942,83.697,151.708,233,227,8.578750E-3,1.205793E-3,54.933,5,8.884,3.358,288.033E-6,1.657,1.847,4.970,14.994,1.415,5.880,8.672,22.251,17.641,0.808441,0.288539,8.015,common_voice_en_10136.mp3,sixties,male
131.516,142.673,30.316,112.698,228.545,191,187,7.079357E-3,1.358046E-3,64.450,2,5.780,4.188,296.478E-6,2.272,2.606,6.815,14.861,1.393,7.071,9.598,20.281,21.212,0.808146,0.330729,8.828,common_voice_en_10137.mp3,sixties,male
118.796,124.607,23.888,90.501,254.125,619,604,8.071008E-3,1.368686E-3,44.600,11,8.454,2.803,226.219E-6,1.358,1.594,4.075,16.139,1.492,6.445,10.048,21.413,19.335,0.849147,0.211737,9.474,common_voice_en_10138.mp3,sixties,male
118.978,121.049,21.336,82.951,257.688,235,232,8.269625E-3,1.364076E-3,54.442,2,12.105,2.532,209.413E-6,1.243,1.518,3.730,17.429,1.512,7.388,10.549,11.674,22.163,0.843667,0.218120,9.050,common_voice_en_10139.mp3,sixties,male
125.990,126.750,16.164,91.623,172.211,113,110,7.874576E-3,1.041637E-3,71.261,2,3.098,3.773,297.133E-6,1.896,1.811,5.687,13.911,1.338,6.502,10.309,19.506,19.507,0.801416,0.311302,8.055,common_voice_en_10140.mp3,sixties,male
129.353,134.492,22.641,93.087,193.512,442,436,7.449391E-3,1.239236E-3,34.442,4,10.432,3.102,231.108E-6,1.532,1.719,4.596,16.349,1.395,7.193,11.636,19.086,21.579,0.846864,0.216367,9.213,common_voice_en_10141.mp3,sixties,male
125.055,126.701,13.149,102.530,181.741,331,321,7.876623E-3,0.803657E-3,42.333,7,5.977,3.449,271.634E-6,1.826,1.829,5.479,16.382,1.523,6.189,10.582,15.512,18.567,0.823420,0.260301,8.284,common_voice_en_10142.mp3,sixties,male
122.777,121.432,11.499,96.678,150.563,204,197,8.202703E-3,0.802403E-3,57.831,5,16.180,2.967,243.367E-6,1.539,1.296,4.617,14.607,1.414,5.322,8.657,18.522,15.965,0.852125,0.221347,9.866,common_voice_en_10143.mp3,sixties,male
123.598,133.758,26.425,91.035,202.336,341,336,7.478433E-3,1.405816E-3,44.609,2,7.622,2.501,187.066E-6,1.266,1.420,3.797,13.287,1.252,4.915,7.905,14.796,14.745,0.881875,0.157382,11.911,common_voice_en_10144.mp3,sixties,male
128.028,132.570,22.851,88.204,192.491,274,264,7.542230E-3,1.367086E-3,53.456,6,7.690,3.622,273.145E-6,1.764,2.099,5.291,14.378,1.346,6.391,9.488,13.467,19.172,0.799392,0.320554,8.383,common_voice_en_10145.mp3,sixties,male
124.434,132.811,20.473,107.026,186.854,203,195,7.562049E-3,1.052770E-3,63.387,4,7.971,3.277,247.834E-6,1.749,1.905,5.246,16.524,1.395,6.299,9.191,14.510,18.897,0.849226,0.232816,10.906,common_voice_en_10146.mp3,sixties,male
125.515,143.612,48.697,92.051,274.586,202,193,6.988435E-3,2.139924E-3,64.795,6,24.149,5.113,357.348E-6,2.775,2.806,8.325,17.382,1.489,7.534,11.231,17.084,22.601,0.752588,0.393357,5.916,common_voice_en_10147.mp3,sixties,male
116.372,120.559,21.505,92.056,175.801,197,190,8.262881E-3,1.429944E-3,59.911,5,14.772,3.253,268.763E-6,1.387,1.632,4.162,17.359,1.589,7.864,10.667,17.827,23.592,0.760465,0.375174,5.989,common_voice_en_10148.mp3,sixties,male
122.612,133.296,26.884,89.757,204.346,292,288,7.491572E-3,1.384973E-3,47.836,3,5.029,3.263,244.427E-6,1.569,1.694,4.707,16.631,1.490,6.478,9.007,20.813,19.433,0.814519,0.272533,7.622,common_voice_en_10149.mp3,sixties,male
130.476,132.066,21.990,95.969,179.237,231,225,7.519449E-3,1.255666E-3,50.643,4,25.629,2.953,222.012E-6,1.510,1.804,4.530,17.664,1.603,6.970,11.314,16.744,20.909,0.814389,0.273616,8.123,common_voice_en_10150.mp3,sixties,male
121.172,119.799,15.438,82.263,173.374,393,387,8.352565E-3,1.103366E-3,40.426,4,5.551,2.647,221.111E-6,1.203,1.528,3.608,15.441,1.379,6.023,10.312,19.959,18.068,0.852960,0.207633,9.305,common_voice_en_10151.mp3,sixties,male
124.159,129.243,23.830,90.748,194.783,642,630,7.751511E-3,1.369701E-3,36.991,7,9.297,2.688,208.398E-6,1.306,1.497,3.917,13.506,1.279,5.367,8.737,18.716,16.102,0.849339,0.221093,9.702,common_voice_en_10152.mp3,sixties,male
123.099,126.293,15.346,101.278,183.785,489,483,7.915419E-3,0.926964E-3,33.278,5,11.914,2.472,195.642E-6,1.258,1.478,3.773,14.209,1.320,5.077,8.842,20.654,15.231,0.866905,0.191710,10.721,common_voice_en_10153.mp3,sixties,male
119.512,121.112,17.741,89.905,170.668,269,265,8.259331E-3,1.182105E-3,48.244,3,6.266,2.932,242.150E-6,1.458,1.701,4.373,14.467,1.365,6.606,9.347,12.214,19.818,0.829402,0.253616,8.395,common_voice_en_10154.mp3,sixties,male
121.715,123.524,15.377,94.052,146.999,188,183,8.014599E-3,1.050650E-3,60.794,4,7.424,4.104,328.953E-6,2.280,2.347,6.839,16.223,1.380,5.549,10.807,25.099,16.646,0.822549,0.278265,9.220,common_voice_en_10155.mp3,sixties,male
122.723,132.544,29.083,90.413,237.036,279,272,7.579979E-3,1.504032E-3,57.946,6,10.298,3.076,233.182E-6,1.445,1.794,4.335,17.539,1.521,7.190,12.210,21.544,21.570,0.827387,0.249844,8.121,common_voice_en_10156.mp3,sixties,male
121.112,123.564,16.982,86.927,169.020,268,260,8.081057E-3,1.130795E-3,50.461,7,11.887,2.688,217.187E-6,1.237,1.216,3.711,13.140,1.355,4.187,7.081,17.251,12.560,0.833725,0.269932,9.699,common_voice_en_10157.mp3,sixties,male
122.773,122.606,15.135,90.826,171.656,267,259,8.142387E-3,1.017030E-3,54.545,7,18.516,3.952,321.794E-6,2.134,2.215,6.401,13.382,1.245,5.602,8.729,13.123,16.807,0.812348,0.281822,7.833,common_voice_en_10158.mp3,sixties,male
121.909,126.177,21.708,97.407,191.790,277,269,7.916045E-3,1.241605E-3,47.797,7,22.774,2.904,229.860E-6,1.563,1.506,4.690,15.050,1.456,5.525,8.523,18.416,16.574,0.834596,0.236292,8.933,common_voice_en_10159.mp3,sixties,male
119.902,124.453,23.661,80.543,217.543,483,475,8.022756E-3,1.418154E-3,36.725,6,10.271,2.383,191.204E-6,1.217,1.358,3.651,15.072,1.416,6.571,8.933,16.484,19.714,0.837095,0.233745,8.794,common_voice_en_10160.mp3,sixties,male
125.274,126.513,15.133,97.556,206.464,652,638,7.937970E-3,0.904966E-3,40.413,8,5.713,2.700,214.342E-6,1.377,1.576,4.130,15.518,1.442,6.166,9.341,20.181,18.499,0.861340,0.202458,10.105,common_voice_en_10161.mp3,sixties,male
113.048,115.129,21.418,80.933,194.018,180,173,8.789784E-3,1.550486E-3,64.465,3,3.303,3.276,287.918E-6,1.590,1.644,4.770,16.374,1.506,6.980,11.467,15.421,20.940,0.798741,0.301166,7.188,common_voice_en_10162.mp3,sixties,male
118.661,123.736,29.029,83.897,242.509,239,232,8.043285E-3,1.737980E-3,60.314,6,9.369,2.447,196.857E-6,0.961,1.096,2.883,11.562,1.230,4.884,7.355,12.797,14.652,0.848644,0.216698,9.525,common_voice_en_10163.mp3,sixties,male
111.762,117.816,23.271,86.431,207.600,269,265,8.529634E-3,1.509539E-3,42.857,3,4.568,3.061,261.132E-6,1.400,1.780,4.200,15.434,1.510,6.430,11.458,32.761,19.291,0.833063,0.244779,8.710,common_voice_en_10164.mp3,sixties,male
123.861,125.570,13.573,96.839,169.271,233,227,7.952425E-3,0.811295E-3,60.879,2,3.060,2.461,195.712E-6,1.272,1.566,3.816,15.949,1.395,6.402,11.333,25.765,19.207,0.840782,0.244207,9.717,common_voice_en_10165.mp3,sixties,male
124.457,124.284,19.382,82.175,239.855,259,252,8.060029E-3,1.220165E-3,47.458,5,3.736,2.666,214.894E-6,1.277,1.500,3.830,15.077,1.359,5.325,8.526,16.864,15.974,0.836948,0.239644,8.858,common_voice_en_10166.mp3,sixties,male
116.754,120.030,19.891,75.358,195.941,339,333,8.337833E-3,1.325754E-3,51.531,4,6.861,2.465,205.521E-6,1.162,1.480,3.485,15.374,1.486,5.901,8.662,18.663,17.703,0.838995,0.236306,8.977,common_voice_en_10167.mp3,sixties,male
122.477,130.732,43.198,77.800,290.877,375,368,7.666594E-3,2.019328E-3,50.088,6,13.959,3.497,268.087E-6,1.731,1.919,5.192,13.723,1.325,5.626,8.992,19.667,16.879,0.823541,0.280116,9.107,common_voice_en_10168.mp3,sixties,male
122.284,128.957,28.178,71.948,239.535,468,456,7.756362E-3,1.653573E-3,44.828,7,8.236,2.871,222.647E-6,1.386,1.607,4.159,14.639,1.437,5.390,9.437,17.382,16.169,0.838323,0.238276,9.413,common_voice_en_10169.mp3,sixties,male
117.135,121.354,22.108,88.603,184.242,350,336,8.248738E-3,1.448006E-3,46.869,12,20.014,2.534,209.015E-6,1.108,1.359,3.324,16.574,1.412,7.394,12.391,20.039,22.181,0.830469,0.249684,8.980,common_voice_en_10170.mp3,sixties,male
125.426,134.353,24.955,93.257,203.220,263,258,7.406105E-3,1.346192E-3,55.940,3,8.127,2.863,212.073E-6,1.429,1.619,4.286,13.436,1.262,5.855,9.445,15.092,17.566,0.850234,0.209465,10.017,common_voice_en_10171.mp3,sixties,male
117.093,116.538,22.069,75.095,183.796,309,302,8.596255E-3,1.613785E-3,47.477,5,22.921,2.303,197.935E-6,1.050,1.255,3.151,11.516,1.248,4.692,6.710,10.597,14.075,0.862393,0.197430,10.280,common_voice_en_10172.mp3,sixties,male
128.924,131.622,14.732,95.161,177.079,265,259,7.605069E-3,0.866175E-3,55.702,5,5.234,3.313,251.939E-6,1.687,1.928,5.060,14.646,1.400,6.396,10.107,17.561,19.189,0.838687,0.228229,8.756,common_voice_en_10173.mp3,sixties,male
115.885,120.186,25.210,90.981,195.293,294,283,8.321576E-3,1.600776E-3,49.499,9,15.150,3.788,315.201E-6,2.011,1.916,6.032,16.968,1.621,8.921,12.352,21.898,26.763,0.773465,0.343358,6.357,common_voice_en_10174.mp3,sixties,male
123.794,135.013,40.095,90.920,256.002,607,597,7.437835E-3,1.944058E-3,30.827,6,9.031,3.039,226.070E-6,1.494,1.717,4.481,15.365,1.420,5.448,9.489,17.309,16.345,0.860597,0.198742,9.848,common_voice_en_10175.mp3,sixties,male
127.155,138.807,30.410,94.739,225.271,321,318,7.190882E-3,1.479442E-3,45.412,2,1.743,2.234,160.623E-6,1.096,1.426,3.288,15.044,1.368,5.264,8.749,15.774,15.791,0.905890,0.116626,11.731,common_voice_en_10176.mp3,sixties,male
123.544,127.676,24.271,75.518,191.576,452,441,7.840979E-3,1.450826E-3,54.988,6,3.424,1.989,155.937E-6,0.932,1.113,2.797,12.882,1.232,5.253,7.768,13.384,15.760,0.869801,0.193192,11.303,common_voice_en_10177.mp3,sixties,male
126.403,123.395,18.714,81.397,229.104,168,162,8.042210E-3,1.269364E-3,58.017,5,17.170,3.176,255.429E-6,1.495,1.608,4.485,18.819,1.609,7.652,13.264,22.001,22.956,0.777359,0.375878,7.120,common_voice_en_10178.mp3,sixties,male
123.200,123.092,11.875,89.755,141.896,118,116,8.104721E-3,0.843311E-3,70.118,1,1.649,4.356,353.029E-6,2.260,2.599,6.779,15.787,1.448,6.621,8.566,10.886,19.864,0.786875,0.349136,7.276,common_voice_en_10179.mp3,sixties,male
121.844,126.029,22.572,76.016,202.985,262,254,7.961686E-3,1.484283E-3,50.843,5,8.251,2.676,213.023E-6,1.243,1.636,3.730,13.787,1.300,4.554,8.741,18.649,13.663,0.848341,0.236234,10.306,common_voice_en_10180.mp3,sixties,male
126.768,134.423,29.463,90.082,233.084,409,394,7.444472E-3,1.561843E-3,56.761,8,16.277,4.077,303.505E-6,1.945,2.420,5.835,17.452,1.596,7.222,13.278,32.593,21.667,0.774830,0.373677,6.771,common_voice_en_10181.mp3,sixties,male
122.058,121.854,14.002,87.172,159.449,387,377,8.218629E-3,0.972420E-3,39.266,7,11.106,2.964,243.618E-6,1.401,1.698,4.202,14.214,1.345,5.824,8.892,14.379,17.472,0.851224,0.218117,9.966,common_voice_en_10182.mp3,sixties,male
128.856,131.865,20.364,97.677,197.289,146,144,7.615493E-3,1.132442E-3,59.712,0,0,1.702,129.630E-6,0.749,0.883,2.246,12.907,1.228,4.672,8.091,17.177,14.016,0.891631,0.145448,11.335,common_voice_en_10183.mp3,sixties,male
124.508,128.838,18.379,91.037,156.927,123,119,7.773889E-3,1.171519E-3,70.359,3,5.363,3.498,271.946E-6,1.812,1.798,5.437,11.227,1.009,4.833,7.469,13.908,14.499,0.803442,0.299279,8.162,common_voice_en_10184.mp3,sixties,male
118.866,119.328,15.654,77.447,165.511,546,533,8.371168E-3,1.099887E-3,38.462,11,12.150,3.154,264.012E-6,1.512,1.935,4.536,15.169,1.491,6.014,9.397,18.920,18.042,0.829840,0.265670,9.235,common_voice_en_10185.mp3,sixties,male
127.383,138.298,28.764,91.785,210.742,347,338,7.251965E-3,1.419416E-3,48.893,5,7.118,3.151,228.529E-6,1.482,1.730,4.445,15.378,1.354,6.386,9.200,18.306,19.159,0.834572,0.242543,8.672,common_voice_en_10186.mp3,sixties,male
118.346,123.500,24.833,91.031,185.402,287,279,8.114753E-3,1.550540E-3,66.910,5,12.403,2.540,206.143E-6,1.199,1.435,3.596,17.413,1.553,7.299,12.071,21.519,21.897,0.834987,0.248498,8.873,common_voice_en_10187.mp3,sixties,male
128.030,129.499,14.931,91.060,171.224,328,317,7.711631E-3,0.887082E-3,55.232,8,11.594,2.785,214.767E-6,1.396,1.725,4.188,15.161,1.377,5.625,9.981,20.794,16.875,0.813464,0.288079,8.131,common_voice_en_10188.mp3,sixties,male
