Median pitch,Mean pitch,Standard deviation,Minimum pitch,Maximum pitch,Number of pulses,Number of periods,Mean period,Standard deviation of period,Fraction of locally unvoiced frames,Number of voice breaks,Degree of voice breaks,Jitter (local),"Jitter (local, absolute)",Jitter (rap),Jitter (ppq5),Jitter (ddp),Shimmer (local),"Shimmer (local, dB)",Shimmer (apq3),Shimmer (apq5),Shimmer (apq11),Shimmer (dda),Mean autocorrelation,Mean noise-to-harmonics ratio,Mean harmonics-to-noise ratio,clip_name,age,gender
180.028,183.118,26.114,150.617,257.519,163,156,5.476093E-3,0.778760E-3,66.667,6,17.760,2.321,127.077E-6,0.969,1.081,2.906,8.567,0.926,3.446,3.738,5.681,10.337,0.878407,0.169824,11.084,common_voice_en_18581448.mp3,fifties,female
193.639,191.489,31.962,105.368,285.256,449,438,5.208351E-3,0.961355E-3,49.379,10,19.628,1.567,81.608E-6,0.706,0.739,2.118,7.070,0.804,2.667,3.491,5.840,8.000,0.925985,0.098762,14.431,common_voice_en_18581449.mp3,fifties,female
166.427,169.551,13.917,142.995,212.192,117,114,5.904254E-3,0.506876E-3,73.298,2,16.355,2.281,134.690E-6,0.847,1.175,2.540,10.047,1.004,3.386,4.401,9.455,10.158,0.859032,0.224646,11.020,common_voice_en_18581450.mp3,fifties,female
177.391,183.282,23.556,142.460,287.697,330,321,5.460711E-3,0.673005E-3,61.076,8,24.491,1.770,96.679E-6,0.669,0.736,2.008,8.362,0.789,2.956,4.213,8.245,8.868,0.908584,0.124964,12.825,common_voice_en_18581451.mp3,fifties,female
187.545,190.922,31.369,152.079,421.887,361,349,5.228063E-3,0.777672E-3,52.890,11,24.015,1.898,99.253E-6,0.811,0.780,2.432,8.412,0.832,2.914,4.115,7.232,8.742,0.902679,0.135323,12.573,common_voice_en_18581462.mp3,fifties,female
173.310,191.922,53.551,89.417,539.813,251,243,5.250744E-3,1.137156E-3,65.098,7,15.954,1.858,97.576E-6,0.640,0.725,1.921,9.511,0.908,3.247,4.336,8.460,9.742,0.913202,0.116684,13.082,common_voice_en_18581463.mp3,fifties,female
187.728,198.444,44.052,147.249,349.010,308,298,5.065395E-3,0.992206E-3,51.147,8,14.187,2.245,113.720E-6,0.856,0.906,2.568,8.816,0.847,2.980,3.702,8.552,8.940,0.873898,0.193650,11.044,common_voice_en_18581464.mp3,fifties,female
184.502,199.124,40.772,101.386,298.791,365,355,5.067921E-3,1.133480E-3,57.504,9,26.474,1.981,100.375E-6,0.761,0.803,2.283,8.870,0.930,3.033,3.547,6.233,9.098,0.905769,0.126502,13.488,common_voice_en_18581465.mp3,fifties,female
211.770,205.268,54.944,145.121,563.950,282,270,4.928939E-3,0.919895E-3,58.014,7,18.207,1.779,87.683E-6,0.699,0.825,2.097,6.689,0.700,2.565,3.238,5.611,7.694,0.914309,0.114583,13.650,common_voice_en_18581466.mp3,fifties,female
170.111,178.225,44.827,91.202,581.507,304,290,5.655279E-3,1.013371E-3,71.084,13,17.614,2.718,153.704E-6,1.083,1.101,3.248,12.560,1.119,3.874,5.982,10.847,11.623,0.854056,0.220072,9.799,common_voice_en_18581472.mp3,fifties,female
184.343,189.505,23.200,148.028,243.148,252,246,5.276272E-3,0.643682E-3,62.316,4,12.610,1.457,76.862E-6,0.654,0.638,1.961,5.474,0.590,2.170,2.964,5.284,6.510,0.944058,0.067617,14.863,common_voice_en_18581473.mp3,fifties,female
188.150,192.453,30.255,147.026,282.223,212,204,5.186883E-3,0.767446E-3,60.465,7,22.060,2.318,120.232E-6,0.858,1.069,2.575,10.286,0.995,3.536,5.095,8.291,10.607,0.871227,0.177187,10.416,common_voice_en_18581474.mp3,fifties,female
195.368,192.902,19.036,94.003,248.000,190,184,5.175915E-3,0.595998E-3,65.441,5,17.556,1.759,91.059E-6,0.749,0.873,2.248,6.340,0.661,2.094,2.865,3.478,6.283,0.932382,0.088368,14.565,common_voice_en_18581475.mp3,fifties,female
186.509,219.116,84.095,145.666,571.798,269,259,4.605550E-3,1.430951E-3,63.525,7,22.801,2.261,104.142E-6,0.956,1.102,2.867,6.918,0.754,2.819,3.485,5.801,8.457,0.905555,0.131706,13.290,common_voice_en_18581476.mp3,fifties,female
189.690,218.776,99.063,154.536,572.314,403,380,4.605529E-3,1.500810E-3,58.785,14,21.723,2.175,100.164E-6,0.882,0.885,2.646,9.025,0.936,3.725,4.526,5.903,11.176,0.886663,0.165857,11.984,common_voice_en_18581482.mp3,fifties,female
177.287,184.764,24.881,149.011,248.715,239,233,5.427595E-3,0.713188E-3,57.554,5,16.099,2.275,123.499E-6,1.094,1.055,3.283,8.365,0.856,3.324,4.063,7.144,9.973,0.905907,0.135097,12.328,common_voice_en_18581483.mp3,fifties,female
179.039,194.483,40.142,135.638,303.804,567,551,5.142338E-3,1.033230E-3,50.766,15,37.978,1.724,88.671E-6,0.722,0.823,2.166,7.655,0.789,2.526,3.671,7.385,7.578,0.918189,0.113469,13.556,common_voice_en_18581486.mp3,fifties,female
202.503,204.628,44.709,159.811,524.787,214,205,4.884508E-3,0.825183E-3,68.211,8,24.284,2.081,101.669E-6,0.641,0.753,1.922,8.330,0.862,2.426,3.263,6.040,7.277,0.902727,0.128413,12.248,common_voice_en_18581489.mp3,fifties,female
181.316,190.566,29.896,154.555,274.946,172,164,5.267894E-3,0.791449E-3,67.082,7,24.728,2.205,116.162E-6,0.824,0.912,2.473,11.344,1.084,3.833,5.611,5.885,11.499,0.857370,0.201292,9.456,common_voice_en_18581491.mp3,fifties,female
193.485,206.187,69.025,137.873,602.683,342,333,4.871260E-3,1.122849E-3,55.159,7,16.666,1.962,95.555E-6,0.849,0.896,2.546,9.511,0.863,3.786,4.322,5.778,11.359,0.910704,0.127817,13.112,common_voice_en_18581734.mp3,fifties,female
216.204,222.405,38.873,163.073,396.043,248,242,4.486711E-3,0.698448E-3,74.673,5,8.723,1.511,67.784E-6,0.680,0.569,2.040,6.270,0.613,2.504,2.998,5.145,7.512,0.937166,0.083981,15.554,common_voice_en_18581735.mp3,fifties,female
177.183,176.444,26.922,99.727,249.807,139,133,5.627743E-3,0.885150E-3,75.636,5,15.904,2.264,127.438E-6,1.080,0.928,3.241,8.686,0.919,2.537,2.969,5.193,7.612,0.900761,0.152049,12.468,common_voice_en_18581736.mp3,fifties,female
205.434,213.902,62.216,154.906,527.200,215,208,4.699150E-3,1.044947E-3,65.468,6,20.128,2.528,118.789E-6,1.110,1.133,3.331,7.712,0.809,3.027,2.986,5.100,9.082,0.907845,0.132723,14.064,common_voice_en_18581737.mp3,fifties,female
168.213,178.568,31.906,149.446,344.752,192,186,5.619306E-3,0.808211E-3,60.422,5,15.378,1.330,74.714E-6,0.661,0.739,1.982,7.982,0.911,2.810,3.817,6.434,8.430,0.913365,0.116479,12.981,common_voice_en_18581738.mp3,fifties,female
201.538,209.652,36.614,119.143,319.163,388,373,4.758521E-3,0.827068E-3,65.044,13,30.422,2.456,116.868E-6,1.022,0.932,3.067,7.092,0.753,2.376,3.195,6.112,7.129,0.902023,0.131026,12.554,common_voice_en_18581746.mp3,fifties,female
171.225,200.575,89.949,104.580,546.102,428,418,5.028817E-3,1.560230E-3,46.053,7,12.893,1.668,83.881E-6,0.742,0.723,2.225,7.759,0.706,3.199,3.745,4.842,9.596,0.945848,0.070252,16.680,common_voice_en_18581747.mp3,fifties,female
178.105,192.686,45.424,97.670,385.650,188,179,5.192260E-3,1.118338E-3,66.584,8,26.153,2.978,154.633E-6,0.987,1.094,2.961,8.873,0.900,2.894,3.546,9.500,8.681,0.853760,0.228259,10.215,common_voice_en_18581749.mp3,fifties,female
186.051,199.438,52.387,115.253,562.485,384,375,5.021286E-3,1.056604E-3,57.795,8,21.550,2.056,103.235E-6,0.785,0.874,2.354,6.746,0.702,2.426,3.033,5.656,7.277,0.910275,0.129570,13.491,common_voice_en_18581751.mp3,fifties,female
189.491,198.623,29.910,148.606,270.453,351,341,5.031111E-3,0.732411E-3,64.651,9,21.884,2.074,104.331E-6,0.873,0.854,2.618,8.755,0.880,2.803,4.026,8.082,8.410,0.914861,0.114840,13.594,common_voice_en_18581752.mp3,fifties,female
98.019,99.726,12.657,76.273,163.421,120,111,10.225827E-3,1.318112E-3,77.833,8,9.482,4.230,432.560E-6,2.440,2.841,7.319,14.452,1.364,7.285,9.723,14.869,21.856,0.760583,0.392027,5.973,common_voice_en_18592568.mp3,fourties,male
110.165,114.849,23.682,82.727,189.809,237,222,8.737015E-3,1.679006E-3,68.095,13,50.586,2.512,219.482E-6,1.134,1.466,3.402,13.250,1.187,5.834,8.061,12.970,17.501,0.784280,0.323411,6.681,common_voice_en_18592570.mp3,fourties,male
119.473,117.090,16.016,67.030,153.832,210,194,8.510159E-3,1.211471E-3,61.031,10,27.633,2.476,210.687E-6,1.134,1.457,3.401,11.698,1.133,4.974,6.977,11.761,14.922,0.800649,0.310641,7.407,common_voice_en_18592572.mp3,fourties,male
112.033,122.425,32.059,95.956,281.747,179,170,8.218172E-3,1.678500E-3,69.373,7,13.179,2.043,167.915E-6,1.042,1.124,3.125,16.635,1.383,7.049,9.279,12.528,21.148,0.860424,0.200410,10.162,common_voice_en_18593234.mp3,fifties,male
107.787,108.247,9.220,84.357,125.590,139,134,9.239243E-3,0.821718E-3,65.026,4,8.558,2.573,237.718E-6,1.289,1.176,3.867,12.856,1.198,5.467,8.169,13.342,16.400,0.858827,0.205881,10.270,common_voice_en_18593235.mp3,fifties,male
115.476,115.317,16.322,85.655,190.275,314,301,8.647609E-3,1.245085E-3,51.590,12,36.227,2.746,237.500E-6,1.321,1.383,3.963,16.974,1.601,7.522,9.276,13.058,22.567,0.820005,0.265599,8.079,common_voice_en_18593236.mp3,fifties,male
99.100,99.334,8.445,75.436,119.676,184,174,10.069225E-3,0.897897E-3,61.993,8,14.134,1.796,180.869E-6,0.750,0.797,2.250,12.083,1.164,4.738,8.132,13.225,14.214,0.858764,0.225355,10.720,common_voice_en_18593237.mp3,fifties,male
96.875,101.048,10.697,84.351,124.841,148,141,9.927142E-3,1.037614E-3,68.467,6,10.871,2.227,221.095E-6,1.175,1.065,3.526,13.880,1.234,6.824,9.560,19.007,20.473,0.846173,0.225137,9.261,common_voice_en_18593238.mp3,fifties,male
107.045,110.684,28.320,76.666,296.300,177,168,9.001345E-3,1.991766E-3,78.375,8,8.711,4.346,391.192E-6,2.087,2.612,6.261,14.837,1.453,6.394,10.234,14.059,19.181,0.740000,0.413447,5.278,common_voice_en_18596552.mp3,fifties,male
99.429,96.594,10.936,76.271,118.064,132,125,10.384853E-3,1.229749E-3,60.218,6,16.448,2.815,292.339E-6,1.320,1.574,3.959,12.087,1.245,5.210,7.948,13.453,15.630,0.798554,0.310156,7.297,common_voice_en_18596553.mp3,fifties,male
100.260,101.544,14.644,77.921,136.811,277,263,9.840707E-3,1.475888E-3,42.292,13,28.187,3.809,374.868E-6,1.642,2.066,4.927,12.730,1.180,5.582,6.121,10.498,16.746,0.793876,0.330090,7.413,common_voice_en_18596554.mp3,fifties,male
100.279,99.608,10.256,75.320,120.760,235,227,10.039477E-3,1.085027E-3,47.732,7,23.521,2.932,294.383E-6,1.269,1.540,3.807,11.750,1.099,4.119,6.814,16.172,12.356,0.826902,0.264199,8.793,common_voice_en_18596555.mp3,fifties,male
99.809,100.798,12.950,75.009,128.181,159,148,9.911780E-3,1.352741E-3,59.036,10,33.964,4.115,407.877E-6,1.845,2.358,5.534,13.049,1.317,5.368,7.645,15.929,16.103,0.773884,0.341017,6.550,common_voice_en_18596556.mp3,fifties,male
134.073,135.097,29.802,70.878,247.595,387,374,7.370843E-3,1.528885E-3,53.231,9,17.209,2.532,186.635E-6,0.890,1.074,2.671,10.723,1.023,5.197,6.595,9.508,15.592,0.832390,0.254393,8.930,common_voice_en_18596617.mp3,sixties,male
149.124,142.680,38.196,76.416,277.209,405,393,7.037568E-3,1.966782E-3,53.077,11,24.137,2.664,187.465E-6,1.164,1.280,3.491,12.137,1.083,5.519,7.266,10.691,16.557,0.822202,0.268851,8.543,common_voice_en_18596618.mp3,sixties,male
114.306,124.629,35.528,76.877,196.556,412,389,8.014717E-3,2.304523E-3,43.963,20,34.827,4.197,336.375E-6,1.967,1.755,5.902,11.239,1.058,5.692,6.295,6.770,17.076,0.760702,0.390393,6.278,common_voice_en_18596619.mp3,sixties,male
126.174,137.675,47.115,68.220,295.196,278,266,7.397151E-3,2.217864E-3,44.975,8,14.619,2.605,192.730E-6,1.056,1.237,3.168,10.350,0.971,5.325,6.817,11.042,15.975,0.795458,0.305649,7.349,common_voice_en_18596620.mp3,sixties,male
160.021,153.769,42.151,74.928,258.627,300,289,6.483150E-3,1.982942E-3,49.497,9,17.361,2.626,170.228E-6,1.305,1.375,3.916,13.292,1.180,7.022,8.741,10.604,21.067,0.813520,0.278390,7.437,common_voice_en_18596621.mp3,sixties,male
181.388,194.238,45.793,155.095,441.877,221,216,5.178768E-3,0.935594E-3,67.400,3,6.942,2.352,121.820E-6,1.037,1.240,3.112,10.499,1.070,4.271,5.954,9.067,12.814,0.875651,0.184382,11.494,common_voice_en_18597013.mp3,fourties,female
170.451,165.918,20.535,100.327,228.740,235,228,6.036595E-3,0.828263E-3,62.936,6,11.734,2.053,123.938E-6,0.862,0.942,2.587,9.380,0.967,3.668,5.189,9.773,11.004,0.884330,0.159945,11.271,common_voice_en_18597014.mp3,fourties,female
168.323,169.810,29.572,124.066,258.561,442,433,5.894766E-3,0.999873E-3,54.172,8,16.814,2.146,126.521E-6,1.042,1.280,3.126,9.557,0.946,3.804,5.297,9.781,11.412,0.885547,0.177795,11.909,common_voice_en_18597015.mp3,fourties,female
178.892,173.723,33.460,89.529,231.431,181,174,5.742737E-3,1.258589E-3,71.103,6,17.414,3.258,187.125E-6,1.784,1.577,5.351,11.582,1.113,5.033,6.285,11.173,15.098,0.840685,0.256320,9.725,common_voice_en_18597016.mp3,fourties,female
171.565,174.738,16.780,149.264,212.523,155,149,5.719307E-3,0.563090E-3,69.643,5,12.142,2.559,146.363E-6,1.012,1.203,3.036,9.340,0.962,4.361,5.993,8.232,13.083,0.864575,0.199346,10.209,common_voice_en_18597017.mp3,fourties,female
162.111,171.147,39.239,113.966,245.391,188,183,5.867264E-3,1.331520E-3,53.191,4,17.490,2.826,165.785E-6,1.383,1.540,4.150,9.866,0.983,4.538,5.675,8.375,13.613,0.908919,0.131091,13.133,common_voice_en_18598076.mp3,fourties,male
183.485,178.046,42.291,108.214,237.103,185,182,5.637194E-3,1.448644E-3,60.072,2,28.397,2.971,167.492E-6,1.395,1.889,4.186,12.806,1.211,5.654,7.861,13.003,16.961,0.871952,0.191319,11.210,common_voice_en_18598077.mp3,fourties,male
151.297,158.545,33.261,107.065,237.643,255,251,6.305698E-3,1.284679E-3,53.521,3,5.952,2.242,141.363E-6,1.043,1.065,3.128,11.105,1.042,4.591,6.509,9.899,13.773,0.910929,0.129384,12.718,common_voice_en_18598078.mp3,fourties,male
168.017,171.843,32.345,114.257,251.673,227,222,5.866112E-3,1.151952E-3,61.050,4,17.023,3.422,200.763E-6,1.687,1.828,5.061,10.668,1.119,4.482,5.750,10.941,13.446,0.875537,0.173026,11.554,common_voice_en_18598079.mp3,fourties,male
177.855,174.675,28.231,122.725,240.700,225,221,5.727239E-3,0.962003E-3,63.380,2,9.984,2.601,148.953E-6,1.259,1.611,3.777,11.853,1.104,5.576,7.240,11.809,16.727,0.883496,0.167134,10.998,common_voice_en_18598080.mp3,fourties,male
186.086,187.853,37.136,105.325,283.088,265,255,5.355083E-3,1.102488E-3,51.183,7,20.375,3.508,187.863E-6,1.569,2.042,4.708,11.033,1.085,4.408,6.175,9.218,13.224,0.861905,0.197760,10.669,common_voice_en_18598086.mp3,fourties,male
171.522,169.609,35.523,113.797,238.229,246,242,5.892053E-3,1.264842E-3,48.475,3,19.343,1.705,100.440E-6,0.782,0.966,2.346,9.307,0.831,3.820,5.596,11.840,11.461,0.911888,0.111819,12.908,common_voice_en_18598087.mp3,fourties,male
146.384,163.665,44.830,105.514,241.377,115,110,6.216889E-3,1.619185E-3,59.716,2,11.156,2.339,145.437E-6,1.010,1.047,3.029,9.238,0.988,3.797,4.334,6.173,11.390,0.894781,0.149783,12.675,common_voice_en_18598088.mp3,fourties,male
159.542,166.079,30.064,113.563,228.151,518,508,6.041464E-3,1.129715E-3,29.694,7,8.599,2.271,137.222E-6,0.993,1.224,2.978,10.935,1.045,4.606,6.510,12.014,13.819,0.886666,0.167728,11.590,common_voice_en_18598089.mp3,fourties,male
159.128,158.675,25.399,106.323,207.573,178,174,6.336986E-3,1.063060E-3,58.633,3,26.284,2.211,140.093E-6,1.152,1.248,3.457,11.812,1.188,5.503,6.844,11.960,16.509,0.883957,0.156943,11.282,common_voice_en_18598090.mp3,fourties,male
166.437,167.945,32.805,108.888,216.087,101,98,6.043250E-3,1.342399E-3,75.984,1,53.618,3.828,231.321E-6,1.917,1.797,5.751,13.968,1.258,6.751,7.735,10.448,20.252,0.826700,0.262276,8.808,common_voice_en_18598101.mp3,fourties,male
156.594,165.149,41.842,104.851,238.892,219,209,6.068123E-3,1.539028E-3,50.690,7,41.911,3.074,186.525E-6,1.428,1.692,4.284,14.023,1.218,5.435,8.609,15.501,16.306,0.824656,0.265096,8.712,common_voice_en_18598102.mp3,fourties,male
152.484,164.361,38.794,106.337,260.320,345,334,6.098054E-3,1.377113E-3,46.919,9,31.156,2.825,172.266E-6,1.373,1.485,4.120,10.286,1.132,4.158,6.124,10.242,12.475,0.891177,0.155167,12.612,common_voice_en_18598103.mp3,fourties,male
131.624,156.641,45.198,104.442,243.588,107,101,6.332306E-3,1.739520E-3,71.255,5,57.120,3.119,197.477E-6,1.593,1.607,4.779,13.757,1.236,5.351,7.508,15.635,16.054,0.850386,0.205048,9.316,common_voice_en_18598104.mp3,fourties,male
