Median pitch,Mean pitch,Standard deviation,Minimum pitch,Maximum pitch,Number of pulses,Number of periods,Mean period,Standard deviation of period,Fraction of locally unvoiced frames,Number of voice breaks,Degree of voice breaks,Jitter (local),"Jitter (local, absolute)",Jitter (rap),Jitter (ppq5),Jitter (ddp),Shimmer (local),"Shimmer (local, dB)",Shimmer (apq3),Shimmer (apq5),Shimmer (apq11),Shimmer (dda),Mean autocorrelation,Mean noise-to-harmonics ratio,Mean harmonics-to-noise ratio,clip_name,age,gender
90.371,96.825,18.592,77.857,143.472,77,72,10.284263E-3,1.858231E-3,77.696,4,19.029,3.088,317.533E-6,1.247,1.705,3.742,15.526,1.385,5.918,9.439,16.844,17.753,0.750829,0.377557,5.663,common_voice_en_10136337.mp3,fourties,male
108.023,109.687,23.474,67.455,148.677,126,117,9.035630E-3,1.981512E-3,74.349,8,31.198,3.544,320.253E-6,1.889,1.810,5.667,15.243,1.477,5.402,7.821,12.620,16.206,0.795719,0.305964,7.093,common_voice_en_10136338.mp3,fourties,male
104.842,113.601,24.493,77.162,197.343,151,140,8.865991E-3,1.939436E-3,72.074,9,23.894,4.186,371.136E-6,2.113,1.926,6.340,14.309,1.405,6.547,8.081,11.992,19.642,0.761334,0.364391,6.118,common_voice_en_10136341.mp3,fourties,male
98.098,109.467,19.781,79.924,157.108,97,93,9.133485E-3,1.625469E-3,74.595,3,12.360,2.887,263.726E-6,1.097,1.330,3.290,12.004,1.106,5.871,7.421,12.506,17.612,0.786307,0.333669,6.918,common_voice_en_10136342.mp3,fourties,male
91.338,102.434,25.828,75.007,165.619,223,209,9.740947E-3,2.277643E-3,63.029,13,26.273,2.482,241.752E-6,1.030,1.244,3.090,13.502,1.221,5.482,7.985,15.409,16.447,0.787712,0.312920,6.717,common_voice_en_10136343.mp3,fourties,male
97.686,107.575,27.509,76.464,180.922,350,333,9.275858E-3,2.180085E-3,46.527,14,18.855,2.159,200.272E-6,0.951,0.989,2.853,10.063,1.036,4.189,6.002,9.525,12.566,0.819712,0.271010,8.308,common_voice_en_10136344.mp3,fourties,male
89.409,94.586,15.963,75.274,158.110,204,188,10.595215E-3,1.668387E-3,67.967,15,33.065,2.569,272.142E-6,1.005,1.226,3.014,13.115,1.178,5.198,6.965,11.558,15.594,0.798447,0.303987,7.600,common_voice_en_10136346.mp3,fourties,male
92.970,101.957,24.902,78.838,199.949,78,74,9.865904E-3,1.944926E-3,78.299,2,9.912,4.025,397.150E-6,2.029,2.107,6.087,16.350,1.355,7.062,17.082,22.910,21.186,0.776983,0.352026,6.410,common_voice_en_10136347.mp3,fourties,male
116.093,116.809,23.804,77.147,166.080,108,100,8.526541E-3,1.830178E-3,76.341,7,18.883,4.246,362.059E-6,1.749,2.104,5.247,19.243,1.520,7.793,15.700,30.376,23.378,0.758811,0.363072,5.839,common_voice_en_10136348.mp3,fourties,male
112.717,115.732,25.039,76.238,186.505,103,96,8.652533E-3,1.899923E-3,78.316,6,26.327,2.893,250.278E-6,1.012,1.221,3.037,12.272,1.312,5.054,7.417,10.881,15.161,0.758800,0.388665,6.476,common_voice_en_10136349.mp3,fourties,male
93.038,100.760,23.786,75.543,150.706,97,85,9.881005E-3,2.207999E-3,74.384,7,21.248,3.854,380.767E-6,2.164,1.985,6.491,16.450,1.526,7.186,10.162,22.802,21.557,0.732957,0.421531,5.136,common_voice_en_10136352.mp3,fourties,male
91.099,101.972,23.901,76.192,165.540,166,158,9.859213E-3,2.193828E-3,64.271,6,15.916,3.497,344.789E-6,1.698,1.762,5.093,13.876,1.226,5.939,9.646,18.025,17.816,0.800944,0.293455,7.679,common_voice_en_10136353.mp3,fourties,male
128.914,125.898,32.531,80.928,192.596,129,123,7.863298E-3,2.054068E-3,73.697,3,7.821,3.301,259.588E-6,1.579,1.944,4.737,16.637,1.516,7.039,10.937,24.688,21.117,0.785300,0.329709,6.801,common_voice_en_10136357.mp3,fourties,male
90.744,95.207,14.519,75.194,139.200,134,124,10.459515E-3,1.569822E-3,68.452,9,23.250,3.252,340.133E-6,1.442,1.734,4.327,14.637,1.255,7.318,8.667,16.316,21.955,0.776948,0.351595,6.828,common_voice_en_10136358.mp3,fourties,male
122.015,124.749,27.534,75.782,173.033,73,69,7.989059E-3,1.844529E-3,83.520,3,5.867,2.716,216.974E-6,1.156,1.204,3.468,13.281,1.224,6.449,8.536,16.387,19.347,0.782829,0.316093,6.427,common_voice_en_10136360.mp3,fourties,male
96.141,104.006,21.034,75.112,155.908,242,225,9.619932E-3,1.871876E-3,58.528,15,20.123,3.572,343.635E-6,1.718,1.689,5.153,14.895,1.309,5.780,8.712,12.702,17.339,0.780686,0.345291,6.767,common_voice_en_10136365.mp3,fourties,male
119.850,117.032,30.122,75.312,175.621,81,73,8.529934E-3,2.242113E-3,80.549,6,30.597,2.214,188.841E-6,0.898,1.015,2.695,16.245,1.510,7.545,11.350,11.540,22.634,0.806040,0.281194,7.497,common_voice_en_10136366.mp3,fourties,male
107.184,111.424,17.767,81.622,153.855,200,195,8.956276E-3,1.429517E-3,62.012,4,16.021,2.026,181.458E-6,0.932,1.101,2.796,12.424,1.162,5.244,8.006,15.911,15.733,0.826434,0.249292,8.357,common_voice_en_10136371.mp3,fourties,male
92.244,103.268,25.034,77.424,162.656,89,81,9.848082E-3,2.213350E-3,78.281,6,29.325,2.883,283.908E-6,1.084,1.220,3.251,14.141,1.237,5.375,8.447,36.053,16.126,0.725498,0.446631,4.961,common_voice_en_10136373.mp3,fourties,male
94.706,95.760,12.336,75.158,150.499,85,81,10.425961E-3,1.183970E-3,75.597,3,10.175,2.454,255.902E-6,0.985,1.274,2.954,14.329,1.239,5.830,9.680,11.630,17.491,0.821422,0.265587,8.320,common_voice_en_10136375.mp3,fourties,male
94.306,103.865,25.682,77.028,169.186,179,167,9.649152E-3,2.242980E-3,73.314,10,24.808,2.731,263.498E-6,0.979,1.247,2.938,16.728,1.440,6.823,10.564,23.290,20.469,0.787196,0.310798,6.544,common_voice_en_10136378.mp3,fourties,male
89.538,101.571,22.067,80.494,149.687,93,84,9.906157E-3,1.984575E-3,73.874,8,29.794,2.785,275.920E-6,1.213,1.525,3.639,15.255,1.369,7.423,10.281,14.135,22.269,0.765094,0.366103,6.339,common_voice_en_10136380.mp3,fourties,male
218.685,217.766,24.093,174.992,257.720,204,198,4.600365E-3,0.536521E-3,65.969,4,15.713,1.767,81.298E-6,0.788,0.771,2.363,8.508,0.880,2.915,3.713,6.674,8.746,0.941021,0.078274,16.617,common_voice_en_10208625.mp3,fifties,female
227.167,229.922,55.780,115.408,597.591,485,473,4.362742E-3,0.860668E-3,43.786,10,19.719,1.727,75.361E-6,0.833,0.761,2.498,6.039,0.731,2.121,3.208,5.839,6.362,0.935130,0.091199,16.145,common_voice_en_10208626.mp3,fifties,female
230.945,230.883,29.508,96.772,307.243,344,330,4.331564E-3,0.535035E-3,60.803,8,22.443,2.786,120.679E-6,1.368,1.331,4.103,9.151,1.014,3.253,4.355,8.812,9.759,0.890729,0.166682,13.002,common_voice_en_10208627.mp3,fifties,female
204.458,212.069,27.654,167.607,283.550,271,265,4.706386E-3,0.604300E-3,56.429,5,19.734,1.899,89.376E-6,0.891,0.949,2.673,8.684,0.873,3.418,4.566,7.841,10.253,0.925939,0.101509,14.949,common_voice_en_10208628.mp3,fifties,female
227.558,224.745,24.193,180.616,270.560,161,157,4.452323E-3,0.495027E-3,70.930,3,4.197,1.249,55.590E-6,0.539,0.566,1.616,7.953,0.975,2.182,3.086,7.514,6.546,0.940905,0.077222,15.927,common_voice_en_10208629.mp3,fifties,female
231.405,241.138,44.852,152.242,325.482,463,456,4.150599E-3,0.777880E-3,45.902,5,14.178,1.816,75.379E-6,0.817,0.907,2.452,8.745,0.941,3.001,4.501,9.045,9.004,0.930262,0.101867,14.561,common_voice_en_10208630.mp3,fifties,female
223.424,233.866,34.663,174.917,304.990,279,272,4.282197E-3,0.624820E-3,60.238,6,21.328,1.498,64.147E-6,0.645,0.686,1.936,7.880,0.832,2.480,3.661,7.131,7.441,0.942598,0.073552,15.669,common_voice_en_10208631.mp3,fifties,female
213.917,214.931,19.274,166.003,255.028,164,161,4.654841E-3,0.433785E-3,59.286,2,7.383,2.162,100.652E-6,1.032,1.134,3.096,9.971,0.999,3.699,5.118,9.089,11.098,0.917988,0.106195,13.406,common_voice_en_10208632.mp3,fifties,female
216.518,223.760,42.040,182.449,578.711,447,436,4.499264E-3,0.591723E-3,51.045,8,16.113,1.605,72.205E-6,0.722,0.877,2.167,7.478,0.818,2.297,3.765,7.321,6.892,0.938925,0.080832,16.235,common_voice_en_10208633.mp3,fifties,female
229.703,228.684,23.668,174.633,330.679,401,392,4.384204E-3,0.467629E-3,61.732,7,19.368,1.697,74.397E-6,0.732,0.854,2.196,6.443,0.749,2.245,3.250,5.699,6.735,0.931659,0.103356,16.184,common_voice_en_10208634.mp3,fifties,female
212.294,220.830,36.950,164.700,345.692,670,651,4.533425E-3,0.726966E-3,47.965,18,36.191,1.958,88.758E-6,0.837,0.895,2.511,8.311,0.817,2.739,4.051,7.391,8.218,0.931891,0.091493,15.479,common_voice_en_10208635.mp3,fifties,female
214.136,228.478,67.902,168.445,564.038,176,173,4.404780E-3,0.897712E-3,69.972,2,8.218,1.701,74.928E-6,0.838,0.867,2.513,10.465,0.949,4.972,6.371,10.108,14.915,0.946780,0.067756,15.587,common_voice_en_10208636.mp3,fifties,female
221.761,226.464,25.543,146.526,291.867,186,183,4.414953E-3,0.500811E-3,67.941,2,5.349,1.433,63.266E-6,0.540,0.595,1.620,6.342,0.599,2.179,3.744,6.500,6.537,0.942891,0.075859,16.865,common_voice_en_10208637.mp3,fifties,female
232.990,237.806,32.367,160.499,300.295,341,336,4.213178E-3,0.609848E-3,54.651,4,14.960,1.637,68.978E-6,0.713,0.812,2.138,8.126,0.811,2.769,3.664,7.267,8.308,0.943573,0.072623,15.803,common_voice_en_10208638.mp3,fifties,female
215.426,224.312,35.934,155.095,330.782,702,686,4.451280E-3,0.695577E-3,48.592,13,18.906,1.718,76.468E-6,0.671,0.778,2.014,8.941,0.863,2.609,4.171,8.019,7.827,0.935202,0.083751,15.321,common_voice_en_10208639.mp3,fifties,female
229.936,227.634,37.086,173.376,308.865,428,422,4.405167E-3,0.736844E-3,46.570,5,12.088,1.495,65.842E-6,0.650,0.703,1.950,7.052,0.725,2.236,3.283,6.493,6.708,0.954401,0.058445,16.804,common_voice_en_10208640.mp3,fifties,female
254.380,252.881,27.537,200.315,323.582,366,360,3.969790E-3,0.442423E-3,54.953,5,18.547,1.415,56.179E-6,0.616,0.721,1.847,8.009,0.853,2.618,3.793,7.957,7.853,0.955877,0.052722,16.253,common_voice_en_10208641.mp3,fifties,female
215.910,215.346,18.802,166.680,256.054,407,398,4.644295E-3,0.424036E-3,50.577,8,17.959,1.740,80.813E-6,0.791,0.808,2.373,6.889,0.765,2.330,3.551,6.571,6.989,0.947316,0.064687,16.501,common_voice_en_10208642.mp3,fifties,female
210.750,219.196,30.587,166.737,290.054,241,233,4.562722E-3,0.617907E-3,55.524,7,35.380,1.653,75.434E-6,0.622,0.731,1.866,8.087,0.828,2.582,3.779,7.608,7.745,0.933291,0.084277,14.758,common_voice_en_10208643.mp3,fifties,female
216.574,220.767,30.607,166.989,315.602,453,445,4.536469E-3,0.625234E-3,53.698,6,12.451,1.474,66.860E-6,0.601,0.724,1.803,7.529,0.755,2.569,3.941,7.330,7.706,0.956519,0.054736,17.487,common_voice_en_10208644.mp3,fifties,female
220.748,221.235,36.134,165.289,324.033,470,457,4.537759E-3,0.725401E-3,44.234,10,19.504,1.845,83.723E-6,0.819,0.847,2.456,8.344,0.864,3.024,4.155,7.472,9.071,0.933567,0.085910,14.361,common_voice_en_10208647.mp3,fifties,female
228.532,233.450,43.697,164.627,340.960,326,320,4.290776E-3,0.815606E-3,51.716,5,13.796,2.052,88.038E-6,0.972,0.850,2.916,7.051,0.817,2.806,3.783,6.180,8.417,0.935778,0.086037,15.358,common_voice_en_10208649.mp3,fifties,female
228.979,235.271,40.845,173.420,371.226,666,655,4.253616E-3,0.717164E-3,35.655,8,19.489,1.405,59.753E-6,0.597,0.684,1.792,7.784,0.787,3.014,4.017,6.655,9.043,0.944237,0.074692,16.573,common_voice_en_10208651.mp3,fifties,female
197.483,204.624,40.727,136.873,334.537,280,271,4.903655E-3,0.939386E-3,59.667,8,33.952,2.351,115.295E-6,1.097,1.092,3.292,8.620,0.873,2.921,4.128,7.384,8.764,0.921086,0.103076,14.087,common_voice_en_10208652.mp3,fifties,female
226.927,231.251,29.965,178.782,298.802,304,299,4.331119E-3,0.555723E-3,55.446,4,11.702,1.415,61.287E-6,0.635,0.766,1.906,5.666,0.603,2.135,2.941,4.760,6.406,0.955889,0.054052,17.644,common_voice_en_10208654.mp3,fifties,female
221.241,231.356,31.239,148.430,309.338,347,338,4.314189E-3,0.573821E-3,50.000,6,17.789,1.826,78.760E-6,0.652,0.708,1.957,5.896,0.676,1.917,3.059,5.380,5.752,0.932121,0.102859,17.161,common_voice_en_10208655.mp3,fifties,female
214.577,216.841,34.775,129.856,321.609,319,311,4.619869E-3,0.722647E-3,60.853,7,20.691,2.063,95.320E-6,1.046,1.082,3.137,7.037,0.838,2.154,3.294,6.602,6.462,0.920822,0.106502,15.482,common_voice_en_10208656.mp3,fifties,female
220.312,235.619,45.518,146.928,369.265,453,442,4.256925E-3,0.786954E-3,52.406,9,19.234,1.727,73.521E-6,0.728,0.766,2.183,8.146,0.838,2.329,3.979,9.083,6.987,0.932235,0.098139,15.873,common_voice_en_10208657.mp3,fifties,female
216.284,224.179,31.321,166.162,308.560,376,370,4.471639E-3,0.620029E-3,48.684,4,11.737,1.723,77.050E-6,0.760,0.873,2.279,7.531,0.893,2.541,3.535,7.669,7.623,0.945568,0.068656,16.586,common_voice_en_10208658.mp3,fifties,female
228.871,236.858,41.310,157.985,356.446,709,698,4.235068E-3,0.725316E-3,36.574,10,16.032,1.653,70.008E-6,0.687,0.829,2.061,7.178,0.767,2.379,3.502,6.128,7.137,0.944823,0.074613,17.072,common_voice_en_10208659.mp3,fifties,female
213.775,218.505,31.047,169.635,290.356,350,344,4.589287E-3,0.637701E-3,57.002,5,9.055,1.332,61.143E-6,0.646,0.651,1.937,6.114,0.637,2.257,3.133,5.672,6.770,0.951461,0.060160,16.767,common_voice_en_10208660.mp3,fifties,female
231.627,228.896,39.171,155.821,303.569,348,342,4.372990E-3,0.780798E-3,53.670,5,15.636,1.668,72.926E-6,0.661,0.807,1.984,6.586,0.693,2.299,3.550,6.550,6.897,0.939691,0.080039,16.361,common_voice_en_10208661.mp3,fifties,female
226.258,231.803,53.751,168.603,567.449,381,374,4.355957E-3,0.732906E-3,49.210,6,9.135,1.753,76.345E-6,0.837,0.868,2.511,7.894,0.833,3.594,4.499,8.411,10.783,0.942366,0.076273,15.731,common_voice_en_10208663.mp3,fifties,female
224.804,233.829,48.263,100.218,350.414,886,864,4.287637E-3,0.934371E-3,41.712,19,30.162,1.796,76.996E-6,0.755,0.778,2.265,7.372,0.770,2.368,3.676,6.757,7.103,0.934492,0.084320,14.782,common_voice_en_10208664.mp3,fifties,female
212.072,218.332,36.381,163.208,333.798,364,359,4.589361E-3,0.748692E-3,37.741,4,17.544,1.885,86.532E-6,0.863,0.975,2.589,8.782,0.847,3.328,5.105,8.817,9.985,0.945582,0.065154,15.332,common_voice_en_10208665.mp3,fifties,female
248.444,249.825,38.626,190.551,438.601,427,420,4.004292E-3,0.603383E-3,54.314,6,13.172,1.366,54.687E-6,0.556,0.728,1.668,5.928,0.641,2.033,3.230,5.787,6.100,0.952407,0.062511,17.846,common_voice_en_10208667.mp3,fifties,female
225.160,228.201,35.962,171.770,402.414,358,351,4.396142E-3,0.668700E-3,53.474,6,16.760,2.108,92.651E-6,0.883,0.867,2.650,7.134,0.804,2.459,3.786,6.910,7.378,0.937479,0.085518,16.574,common_voice_en_10208668.mp3,fifties,female
216.752,221.639,26.324,179.773,297.477,385,378,4.522578E-3,0.546508E-3,52.778,6,14.340,1.830,82.754E-6,0.807,0.904,2.421,6.351,0.748,1.906,2.796,5.850,5.718,0.938622,0.081962,16.236,common_voice_en_10208669.mp3,fifties,female
246.417,241.660,69.666,164.723,579.140,221,213,4.170038E-3,1.044318E-3,59.532,5,17.150,2.070,86.305E-6,0.958,1.023,2.875,7.963,0.799,2.830,4.185,6.905,8.489,0.929622,0.096634,15.695,common_voice_en_10208670.mp3,fifties,female
233.657,231.580,55.795,170.457,571.274,294,289,4.312487E-3,0.856271E-3,57.664,3,13.235,1.645,70.961E-6,0.736,0.902,2.207,7.822,0.824,2.396,4.108,7.798,7.188,0.938038,0.081609,15.324,common_voice_en_10208672.mp3,fifties,female
227.934,231.556,45.288,165.188,361.999,623,612,4.318276E-3,0.827429E-3,48.671,8,21.864,1.637,70.701E-6,0.874,0.853,2.622,5.410,0.629,1.982,2.690,4.721,5.946,0.954471,0.056836,18.551,common_voice_en_10208673.mp3,fifties,female
226.844,225.132,33.988,117.250,318.321,341,331,4.447742E-3,0.767006E-3,50.000,8,26.369,2.697,119.958E-6,1.194,1.253,3.583,8.109,0.896,2.961,4.035,7.877,8.884,0.902501,0.147414,14.183,common_voice_en_10208674.mp3,fifties,female
222.681,222.491,38.486,146.217,304.413,317,312,4.497436E-3,0.818224E-3,56.140,4,11.433,1.676,75.384E-6,0.791,0.901,2.372,9.482,0.999,3.776,5.474,9.666,11.327,0.934957,0.079333,14.492,common_voice_en_10208675.mp3,fifties,female
206.956,214.327,39.819,100.376,328.919,523,507,4.648340E-3,0.841361E-3,50.075,14,22.986,1.840,85.533E-6,0.834,0.826,2.502,8.491,0.809,3.062,4.522,8.698,9.186,0.923433,0.106654,14.966,common_voice_en_10208676.mp3,fifties,female
228.148,208.363,37.348,135.157,267.125,271,268,4.799990E-3,0.896897E-3,46.646,2,4.532,1.263,60.610E-6,0.579,0.621,1.736,6.336,0.724,2.359,3.329,6.229,7.077,0.936346,0.086525,15.587,common_voice_en_10208677.mp3,fifties,female
246.265,247.472,36.980,167.981,305.865,265,261,4.038372E-3,0.644881E-3,55.714,2,2.438,1.302,52.594E-6,0.617,0.704,1.850,5.949,0.637,2.056,3.187,5.569,6.167,0.956682,0.060426,18.073,common_voice_en_10208678.mp3,fifties,female
218.435,226.056,29.687,151.663,290.428,140,138,4.437469E-3,0.587925E-3,72.756,1,2.766,1.716,76.142E-6,0.685,0.694,2.056,8.385,0.806,2.919,5.067,9.536,8.758,0.937284,0.079694,14.537,common_voice_en_10208679.mp3,fifties,female
191.542,204.765,33.694,162.946,296.588,286,283,4.898170E-3,0.744616E-3,52.152,2,5.113,1.503,73.624E-6,0.725,0.734,2.176,6.490,0.697,2.324,3.304,5.256,6.972,0.956212,0.060694,18.022,common_voice_en_10208682.mp3,fifties,female
211.809,217.829,41.960,162.347,526.607,330,323,4.588389E-3,0.732883E-3,52.500,6,9.470,1.735,79.601E-6,0.795,0.971,2.385,7.465,0.901,2.691,4.343,8.878,8.072,0.937411,0.082320,16.347,common_voice_en_10208683.mp3,fifties,female
213.429,213.420,25.033,155.824,275.868,250,244,4.690812E-3,0.591556E-3,55.556,4,13.614,1.901,89.168E-6,0.855,0.904,2.564,7.710,0.851,2.230,3.468,8.294,6.689,0.926276,0.102015,15.568,common_voice_en_10208684.mp3,fifties,female
206.060,207.179,27.741,172.889,299.769,133,131,4.820157E-3,0.632133E-3,69.965,1,4.972,1.956,94.301E-6,0.939,1.102,2.818,8.286,0.834,2.836,4.284,6.449,8.507,0.939770,0.082685,15.320,common_voice_en_10208685.mp3,fifties,female
211.601,214.918,22.624,176.303,273.285,306,298,4.656212E-3,0.494255E-3,51.338,7,21.476,1.897,88.313E-6,0.962,1.036,2.885,7.760,0.837,2.597,3.382,6.204,7.792,0.932275,0.096370,15.747,common_voice_en_10208686.mp3,fifties,female
251.058,249.180,39.029,173.714,354.496,468,461,4.017613E-3,0.648354E-3,50.682,6,13.548,1.390,55.830E-6,0.577,0.671,1.732,7.004,0.768,1.982,3.122,6.594,5.947,0.949195,0.066499,16.590,common_voice_en_10208687.mp3,fifties,female
244.874,242.104,34.275,177.740,328.160,355,346,4.147110E-3,0.595775E-3,49.257,8,20.111,1.547,64.140E-6,0.619,0.738,1.858,7.549,0.859,2.288,3.350,6.401,6.864,0.929714,0.092596,15.268,common_voice_en_10208688.mp3,fifties,female
221.190,222.178,36.900,169.732,321.874,617,604,4.508694E-3,0.721361E-3,43.343,11,18.971,1.888,85.120E-6,0.905,0.935,2.715,8.523,0.936,2.733,4.179,8.730,8.199,0.931165,0.091451,14.982,common_voice_en_10208689.mp3,fifties,female
224.653,227.273,37.542,165.036,315.260,691,678,4.406071E-3,0.724449E-3,52.397,9,25.632,1.716,75.626E-6,0.823,0.750,2.468,6.414,0.677,2.477,3.362,5.891,7.431,0.938431,0.088601,17.146,common_voice_en_10208690.mp3,fifties,female
267.130,261.948,53.926,102.296,389.973,572,558,3.828411E-3,0.995046E-3,47.658,12,30.636,1.860,71.207E-6,0.760,0.808,2.280,8.413,0.850,3.286,4.297,6.834,9.857,0.923990,0.101512,14.325,common_voice_en_10208691.mp3,fifties,female
206.239,210.560,26.017,164.100,281.043,300,295,4.742301E-3,0.588329E-3,64.362,4,14.532,1.889,89.593E-6,0.854,0.817,2.561,7.426,0.750,3.332,4.403,6.382,9.997,0.940195,0.078710,15.324,common_voice_en_10208692.mp3,fifties,female
219.754,232.034,43.014,176.638,330.704,293,287,4.321437E-3,0.788248E-3,63.368,5,17.940,1.612,69.645E-6,0.701,0.797,2.103,6.890,0.727,2.310,3.245,5.304,6.929,0.939276,0.084353,16.552,common_voice_en_10208693.mp3,fifties,female
225.800,230.131,32.661,173.254,310.738,245,239,4.351234E-3,0.605631E-3,59.794,5,13.335,1.587,69.039E-6,0.652,0.569,1.957,6.809,0.743,2.337,3.586,7.091,7.012,0.938141,0.077804,16.894,common_voice_en_10208694.mp3,fifties,female
216.469,219.942,43.752,96.632,544.235,386,377,4.558429E-3,0.693372E-3,52.692,8,21.014,1.584,72.204E-6,0.703,0.761,2.109,6.586,0.742,2.315,3.346,6.625,6.946,0.934577,0.093109,16.480,common_voice_en_10208695.mp3,fifties,female
205.328,212.845,28.782,158.452,305.332,426,418,4.707815E-3,0.620799E-3,55.906,7,17.544,1.402,65.993E-6,0.568,0.591,1.705,6.462,0.704,2.043,2.919,5.361,6.128,0.955151,0.055601,18.469,common_voice_en_10208696.mp3,fifties,female
214.311,215.593,18.798,161.888,272.131,232,227,4.640787E-3,0.414263E-3,57.925,4,12.851,1.562,72.490E-6,0.682,0.706,2.046,6.847,0.665,2.441,3.860,8.195,7.324,0.938320,0.084985,17.009,common_voice_en_10208697.mp3,fifties,female
238.281,238.403,44.822,174.913,330.511,428,423,4.205582E-3,0.798266E-3,39.196,4,11.814,2.097,88.184E-6,1.053,1.239,3.159,6.576,0.797,2.144,3.241,5.108,6.431,0.936196,0.095079,17.287,common_voice_en_10208698.mp3,fifties,female
204.426,222.373,43.841,174.037,361.829,161,159,4.502640E-3,0.764626E-3,65.035,0,0,1.262,56.843E-6,0.540,0.550,1.621,6.795,0.665,2.671,3.949,7.332,8.013,0.962167,0.046503,17.346,common_voice_en_10208700.mp3,fifties,female
206.246,215.410,42.563,102.918,328.605,399,392,4.642165E-3,0.931746E-3,41.743,6,11.591,1.388,64.441E-6,0.568,0.611,1.703,7.578,0.734,2.565,3.806,7.186,7.696,0.950792,0.065013,17.067,common_voice_en_10208701.mp3,fifties,female
224.892,226.345,25.139,175.743,279.959,258,254,4.423179E-3,0.516151E-3,60.204,3,11.875,1.908,84.388E-6,0.969,0.980,2.907,7.476,0.760,2.495,3.681,7.410,7.484,0.945163,0.069463,15.840,common_voice_en_10208702.mp3,fifties,female
218.191,221.178,44.094,114.533,322.014,613,600,4.533569E-3,0.945210E-3,47.715,12,25.704,1.465,66.408E-6,0.547,0.598,1.640,6.966,0.743,2.470,3.667,7.051,7.409,0.938635,0.081432,15.744,common_voice_en_10208703.mp3,fifties,female
236.590,229.809,47.374,160.568,328.627,136,132,4.350125E-3,0.928198E-3,63.900,3,13.085,2.517,109.498E-6,1.154,1.146,3.461,9.725,0.948,3.936,5.006,8.822,11.808,0.925567,0.096899,13.175,common_voice_en_10208704.mp3,fifties,female
223.098,228.801,33.878,170.421,309.176,584,571,4.369667E-3,0.638778E-3,37.288,11,23.391,1.391,60.778E-6,0.626,0.751,1.878,7.352,0.802,2.911,4.031,6.190,8.733,0.941445,0.076404,16.199,common_voice_en_10208705.mp3,fifties,female
