Median pitch,Mean pitch,Standard deviation,Minimum pitch,Maximum pitch,Number of pulses,Number of periods,Mean period,Standard deviation of period,Fraction of locally unvoiced frames,Number of voice breaks,Degree of voice breaks,Jitter (local),"Jitter (local, absolute)",Jitter (rap),Jitter (ppq5),Jitter (ddp),Shimmer (local),"Shimmer (local, dB)",Shimmer (apq3),Shimmer (apq5),Shimmer (apq11),Shimmer (dda),Mean autocorrelation,Mean noise-to-harmonics ratio,Mean harmonics-to-noise ratio,clip_name,age,gender
131.351,130.080,30.647,75.409,200.784,172,164,7.689760E-3,1.819246E-3,58.982,7,16.484,3.073,236.321E-6,1.107,1.213,3.321,10.766,1.054,3.287,5.876,17.516,9.860,0.866589,0.188338,10.807,common_voice_en_164447.mp3,fourties,male
109.638,108.128,16.392,75.832,138.713,84,80,9.372151E-3,1.590794E-3,68.421,3,8.832,2.927,274.288E-6,0.778,1.208,2.335,11.088,1.009,4.286,7.093,10.209,12.858,0.883368,0.158896,11.160,common_voice_en_164448.mp3,fourties,male
105.214,107.671,21.295,77.672,156.812,135,129,9.373223E-3,1.828611E-3,61.494,5,13.010,3.682,345.146E-6,1.193,1.402,3.580,11.064,1.047,4.162,5.751,7.514,12.487,0.843086,0.230288,9.301,common_voice_en_164449.mp3,fourties,male
147.095,139.459,32.578,87.501,209.223,129,120,7.142124E-3,1.818668E-3,58.333,6,29.458,3.469,247.776E-6,1.520,1.609,4.560,18.909,1.645,8.550,14.711,7.947,25.651,0.756896,0.379717,5.785,common_voice_en_164450.mp3,fourties,male
112.583,112.798,19.781,75.550,167.609,159,147,8.866633E-3,1.621442E-3,58.651,11,23.653,3.658,324.303E-6,1.460,1.530,4.381,13.903,1.309,4.379,6.672,14.417,13.138,0.832917,0.246104,8.899,common_voice_en_164451.mp3,fourties,male
119.648,114.158,17.254,75.612,156.297,71,68,8.859195E-3,1.573131E-3,76.336,2,6.014,3.837,339.910E-6,1.498,1.803,4.494,9.383,0.876,3.415,4.149,7.248,10.245,0.834991,0.274178,9.859,common_voice_en_164452.mp3,fourties,male
126.228,127.249,23.916,92.440,185.484,79,75,7.855682E-3,1.442883E-3,75.875,3,4.403,3.100,243.487E-6,1.189,1.700,3.566,11.305,0.965,3.257,4.884,13.139,9.770,0.853398,0.209847,10.195,common_voice_en_164453.mp3,fourties,male
111.720,115.219,31.581,75.810,171.055,98,93,8.814417E-3,2.513416E-3,74.052,4,12.778,3.677,324.135E-6,1.200,1.508,3.601,11.019,1.097,3.698,4.906,9.775,11.094,0.844459,0.214454,8.681,common_voice_en_164454.mp3,fourties,male
101.367,104.242,17.517,74.967,141.294,155,146,9.667173E-3,1.723481E-3,54.519,8,16.072,4.165,402.659E-6,1.489,2.138,4.468,14.092,1.374,4.773,7.673,16.188,14.318,0.840639,0.237522,8.987,common_voice_en_164455.mp3,fourties,male
143.626,137.078,19.897,80.835,181.600,104,99,7.344287E-3,1.211249E-3,73.145,4,7.962,4.711,345.994E-6,1.727,2.038,5.180,12.283,1.077,4.199,6.285,13.363,12.597,0.824583,0.258596,8.927,common_voice_en_164456.mp3,fourties,male
117.362,118.221,25.786,75.412,173.855,98,94,8.457717E-3,1.815045E-3,69.751,3,8.578,4.044,342.019E-6,1.765,1.747,5.294,9.934,0.919,4.067,5.224,9.117,12.200,0.867385,0.180944,9.894,common_voice_en_164457.mp3,fourties,male
111.579,113.739,22.051,76.414,158.405,131,127,8.829534E-3,1.733179E-3,62.541,3,6.911,3.652,322.433E-6,1.674,2.048,5.022,11.454,1.142,3.997,6.252,14.261,11.990,0.857919,0.204040,10.305,common_voice_en_164458.mp3,fourties,male
110.000,106.466,18.080,75.033,137.296,91,87,9.468562E-3,1.757818E-3,63.600,3,13.979,3.914,370.642E-6,1.328,1.846,3.985,9.731,0.983,3.565,5.817,11.527,10.695,0.883237,0.163209,11.711,common_voice_en_164459.mp3,fourties,male
111.975,115.977,27.704,75.031,161.798,99,98,8.673932E-3,2.158906E-3,64.463,0,0,2.034,176.454E-6,0.644,0.986,1.933,8.309,0.905,2.985,4.448,9.755,8.954,0.921402,0.099357,13.330,common_voice_en_164460.mp3,fourties,male
128.198,123.352,15.195,77.108,143.772,96,93,8.162479E-3,1.322496E-3,72.242,2,5.997,3.528,287.952E-6,1.515,1.457,4.545,9.778,0.925,3.644,4.906,9.502,10.932,0.900484,0.143060,13.752,common_voice_en_164461.mp3,fourties,male
103.210,123.345,42.266,75.892,226.791,121,117,8.255129E-3,2.583452E-3,66.000,1,3.949,3.704,305.771E-6,1.588,1.946,4.765,11.148,0.997,4.190,6.727,12.724,12.569,0.839330,0.264820,9.784,common_voice_en_164462.mp3,fourties,male
120.572,119.025,21.920,87.108,182.914,68,65,8.487627E-3,1.595346E-3,75.102,2,6.807,4.518,383.488E-6,1.901,2.046,5.702,15.612,1.298,7.568,10.602,15.257,22.704,0.846518,0.217432,9.175,common_voice_en_164463.mp3,fourties,male
110.818,116.095,20.560,78.633,174.326,178,170,8.650348E-3,1.534428E-3,62.108,7,22.250,3.850,333.006E-6,1.206,1.370,3.617,11.600,1.099,4.607,6.772,10.646,13.820,0.865320,0.189498,10.411,common_voice_en_164464.mp3,fourties,male
105.462,111.748,26.120,75.362,193.645,219,208,8.922719E-3,1.958123E-3,50.711,10,20.209,3.072,274.128E-6,1.233,1.168,3.700,13.217,1.195,5.947,8.336,17.741,17.840,0.839133,0.230500,8.594,common_voice_en_164465.mp3,fourties,male
115.295,112.572,21.418,75.573,145.429,83,81,8.925924E-3,1.839932E-3,71.032,1,3.641,3.507,313.046E-6,1.465,1.907,4.396,12.992,1.321,3.835,7.782,13.085,11.504,0.887314,0.154493,11.764,common_voice_en_164466.mp3,fourties,male
100.787,112.981,33.238,75.623,210.742,187,175,8.893065E-3,2.408412E-3,60.465,11,20.464,3.765,334.832E-6,1.009,1.198,3.026,11.297,0.988,4.124,6.648,12.212,12.372,0.842470,0.222983,9.279,common_voice_en_164467.mp3,fourties,male
147.592,138.493,29.025,75.634,168.115,86,81,7.250063E-3,1.869522E-3,74.089,4,14.718,2.324,168.515E-6,0.910,0.965,2.731,9.521,0.901,3.569,4.969,9.974,10.707,0.876871,0.177349,11.143,common_voice_en_164468.mp3,fourties,male
95.767,103.323,27.222,66.129,199.214,128,113,9.878764E-3,2.436104E-3,71.525,13,19.349,4.558,450.313E-6,1.737,1.836,5.212,13.192,1.110,5.098,8.694,11.387,15.295,0.761396,0.401104,6.877,common_voice_en_164469.mp3,fourties,male
111.055,115.823,24.890,76.734,183.794,225,212,8.659878E-3,1.863485E-3,53.023,11,19.189,3.632,314.564E-6,1.261,1.639,3.783,13.034,1.106,5.135,6.521,10.732,15.406,0.868044,0.189782,10.952,common_voice_en_164470.mp3,fourties,male
128.443,123.458,18.556,75.299,148.871,167,161,8.154163E-3,1.379277E-3,60.763,5,9.525,3.317,270.449E-6,1.595,1.962,4.785,16.772,1.576,6.398,7.674,26.252,19.193,0.808456,0.285229,7.358,common_voice_en_164471.mp3,fourties,male
108.075,109.436,24.654,78.871,171.577,107,101,9.158377E-3,1.950959E-3,61.742,5,14.889,3.227,295.580E-6,1.312,1.455,3.936,9.726,1.018,3.581,4.848,8.487,10.742,0.877530,0.168163,11.374,common_voice_en_164472.mp3,fourties,male
124.067,121.616,26.356,66.545,166.054,209,199,8.252858E-3,1.949502E-3,55.911,7,15.195,3.131,258.395E-6,1.366,1.638,4.099,16.829,1.544,7.588,10.916,15.885,22.763,0.789153,0.333508,7.133,common_voice_en_164473.mp3,fourties,male
112.533,114.337,26.618,79.499,168.739,126,124,8.740905E-3,2.028896E-3,54.251,1,2.622,3.620,316.428E-6,1.817,1.808,5.452,14.815,1.345,6.089,9.060,13.507,18.267,0.848600,0.209352,8.961,common_voice_en_164474.mp3,fourties,male
117.012,125.245,29.172,78.281,186.076,148,139,7.913390E-3,1.837830E-3,63.095,6,18.952,3.956,313.092E-6,1.308,1.558,3.923,12.877,1.170,4.230,7.475,21.135,12.691,0.848472,0.231566,10.032,common_voice_en_164475.mp3,fourties,male
104.081,105.545,19.860,74.882,172.145,267,257,9.440309E-3,1.769005E-3,43.601,9,15.276,2.831,267.281E-6,1.103,1.358,3.309,12.433,1.182,4.638,6.735,12.339,13.915,0.868370,0.181301,10.255,common_voice_en_164477.mp3,fourties,male
138.205,135.777,13.922,81.205,156.388,129,123,7.382577E-3,0.869606E-3,68.404,5,12.795,4.002,295.485E-6,2.034,1.652,6.101,11.592,1.093,4.456,5.305,11.652,13.367,0.842560,0.232722,9.959,common_voice_en_164478.mp3,fourties,male
120.624,116.972,24.178,75.295,168.093,290,278,8.530370E-3,1.890782E-3,54.113,11,18.469,3.080,262.766E-6,0.989,1.304,2.967,10.857,1.051,4.085,5.754,11.822,12.256,0.883566,0.163669,11.194,common_voice_en_164479.mp3,fourties,male
127.387,134.139,27.950,91.713,205.737,301,292,7.435308E-3,1.518378E-3,48.416,8,9.690,3.491,259.579E-6,1.854,1.865,5.561,16.774,1.532,7.055,9.890,16.876,21.166,0.817082,0.291712,8.608,common_voice_en_164480.mp3,fourties,male
156.569,156.481,21.265,84.856,195.952,85,83,6.416069E-3,1.000199E-3,72.986,1,0.832,2.460,157.821E-6,0.645,1.030,1.934,6.372,0.539,2.480,3.799,6.494,7.441,0.919803,0.124061,15.849,common_voice_en_164481.mp3,fourties,male
110.682,110.460,15.180,76.841,142.223,152,143,9.142540E-3,1.348899E-3,56.113,8,23.333,4.858,444.115E-6,2.088,2.827,6.265,13.197,1.169,4.932,6.899,12.117,14.797,0.818894,0.283063,8.677,common_voice_en_164482.mp3,fourties,male
98.172,112.788,35.561,86.777,205.196,54,50,8.987369E-3,2.202400E-3,74.208,2,11.003,2.769,248.843E-6,1.178,0.827,3.533,9.977,0.840,2.966,3.348,4.302,8.899,0.859103,0.203253,9.831,common_voice_en_164483.mp3,fourties,male
131.070,132.839,26.988,75.474,215.882,157,151,7.518750E-3,1.653470E-3,59.875,5,16.543,3.659,275.108E-6,1.534,1.506,4.601,8.426,0.742,3.321,5.098,7.204,9.962,0.886111,0.160181,11.686,common_voice_en_164484.mp3,fourties,male
123.853,127.351,26.496,95.027,178.099,86,83,7.829180E-3,1.634790E-3,65.327,2,6.696,3.378,264.450E-6,1.563,1.636,4.688,12.005,1.032,4.184,6.157,6.579,12.552,0.877738,0.186089,11.854,common_voice_en_164485.mp3,fourties,male
128.378,136.034,36.881,76.072,207.981,174,169,7.339007E-3,2.084077E-3,61.538,4,7.284,3.756,275.673E-6,1.238,1.519,3.713,10.039,1.047,3.431,5.449,8.615,10.293,0.875872,0.162700,10.380,common_voice_en_164486.mp3,fourties,male
108.862,114.382,30.568,74.214,179.615,163,152,8.847808E-3,2.383423E-3,61.518,10,24.718,2.993,264.784E-6,0.998,1.183,2.994,12.196,1.161,5.197,6.898,13.191,15.591,0.869026,0.177328,10.050,common_voice_en_164487.mp3,fourties,male
128.749,130.163,45.392,71.454,239.371,112,106,7.652360E-3,2.555422E-3,70.662,5,11.820,3.492,267.191E-6,1.393,1.302,4.179,9.628,0.972,3.610,4.945,8.086,10.829,0.872157,0.173838,10.983,common_voice_en_164488.mp3,fourties,male
107.970,110.868,27.444,74.649,178.031,210,200,9.055720E-3,2.250564E-3,59.792,9,17.358,3.170,287.060E-6,1.281,1.519,3.844,11.181,1.064,4.102,5.184,8.750,12.306,0.864331,0.208628,10.705,common_voice_en_164489.mp3,fourties,male
114.495,110.916,25.648,75.321,160.936,83,80,9.078124E-3,2.212569E-3,72.881,2,7.033,3.182,288.874E-6,1.002,1.432,3.007,9.759,0.896,3.879,5.218,8.416,11.636,0.871559,0.177985,10.681,common_voice_en_164490.mp3,fourties,male
104.454,114.894,26.899,75.181,189.130,454,439,8.702532E-3,1.971807E-3,40.327,13,13.206,3.215,279.796E-6,1.547,1.807,4.642,13.899,1.380,6.128,8.489,16.578,18.384,0.799411,0.310577,7.472,common_voice_en_164491.mp3,fourties,male
102.115,103.029,16.867,75.487,152.269,233,223,9.731562E-3,1.618398E-3,49.028,9,18.069,3.648,355.015E-6,1.346,1.750,4.038,12.089,1.023,5.567,7.574,11.011,16.702,0.837095,0.236289,8.996,common_voice_en_164492.mp3,fourties,male
104.531,111.194,21.991,74.951,181.844,302,287,9.014566E-3,1.815134E-3,45.216,14,20.039,3.502,315.662E-6,1.462,1.815,4.385,16.785,1.468,7.034,11.084,20.390,21.101,0.765036,0.378451,6.245,common_voice_en_164493.mp3,fourties,male
137.770,132.805,23.408,87.367,175.763,91,86,7.465684E-3,1.307701E-3,70.445,2,2.798,5.401,403.243E-6,2.493,1.992,7.479,11.799,1.069,4.757,6.453,11.206,14.270,0.826356,0.279963,9.935,common_voice_en_164494.mp3,fourties,male
125.675,135.596,33.391,88.957,219.514,121,115,7.429851E-3,1.851413E-3,70.695,5,16.890,2.906,215.937E-6,1.282,1.487,3.846,12.216,1.046,4.446,7.960,18.356,13.338,0.864746,0.195432,10.892,common_voice_en_164495.mp3,fourties,male
116.455,120.286,26.416,82.183,170.966,168,160,8.304989E-3,1.862727E-3,61.559,6,15.348,3.213,266.832E-6,1.475,1.345,4.426,11.537,1.133,4.905,7.246,9.106,14.715,0.840671,0.229862,9.550,common_voice_en_164496.mp3,fourties,male
100.461,97.396,14.632,68.782,143.199,48,45,10.550363E-3,1.400296E-3,76.087,2,5.563,3.637,383.691E-6,1.066,1.580,3.198,11.450,0.981,5.025,9.669,19.955,15.076,0.806911,0.287779,7.323,common_voice_en_164497.mp3,fourties,male
112.514,109.619,24.921,69.732,182.402,134,130,9.305812E-3,2.256297E-3,61.218,3,7.961,3.857,358.938E-6,1.396,1.744,4.187,11.825,1.225,4.519,7.057,11.281,13.557,0.837487,0.236551,8.860,common_voice_en_164498.mp3,fourties,male
98.941,108.549,27.356,74.917,169.033,136,125,9.287856E-3,2.278920E-3,61.934,9,18.364,3.780,351.096E-6,1.382,1.803,4.147,13.357,1.226,4.927,7.953,15.553,14.781,0.821588,0.276468,8.903,common_voice_en_164499.mp3,fourties,male
103.084,112.348,26.664,75.285,173.907,137,130,8.963969E-3,2.085992E-3,62.682,6,14.664,3.376,302.613E-6,1.120,1.380,3.361,14.093,1.396,5.287,7.772,13.553,15.862,0.866263,0.178305,9.407,common_voice_en_164500.mp3,fourties,male
95.262,100.862,14.695,83.220,140.722,102,97,9.922385E-3,1.347946E-3,69.364,4,8.891,2.961,293.812E-6,0.932,1.491,2.796,11.133,1.004,4.217,6.077,12.319,12.651,0.875547,0.177310,11.368,common_voice_en_164501.mp3,fourties,male
156.682,151.240,29.683,72.993,190.916,127,123,6.646687E-3,1.669289E-3,67.897,3,4.769,2.928,194.647E-6,1.375,1.269,4.125,10.194,0.970,4.262,6.277,11.063,12.785,0.883199,0.176728,13.131,common_voice_en_164502.mp3,fourties,male
110.687,117.045,27.903,81.645,242.571,169,161,8.512981E-3,1.836309E-3,52.564,7,14.025,3.838,326.710E-6,1.583,1.877,4.748,11.142,1.092,3.698,6.737,15.541,11.095,0.841327,0.240850,9.258,common_voice_en_164503.mp3,fourties,male
118.827,125.369,24.617,76.165,168.460,108,105,7.955750E-3,1.531078E-3,62.548,2,4.971,2.302,183.125E-6,0.667,0.894,2.002,6.917,0.782,2.637,3.079,4.390,7.910,0.908037,0.129529,13.384,common_voice_en_164504.mp3,fourties,male
115.949,118.061,26.249,75.201,174.852,119,112,8.575452E-3,2.090125E-3,66.771,4,13.485,4.267,365.936E-6,1.327,1.791,3.981,16.638,1.382,7.230,10.211,13.764,21.689,0.822708,0.255891,7.909,common_voice_en_164505.mp3,fourties,male
138.723,137.621,30.532,76.887,191.776,128,121,7.268175E-3,1.789332E-3,66.548,6,14.852,2.793,202.983E-6,1.078,1.302,3.235,10.072,0.964,3.483,5.153,10.232,10.448,0.877868,0.168754,11.481,common_voice_en_164506.mp3,fourties,male
121.358,126.516,25.125,78.205,196.524,82,77,7.911720E-3,1.460216E-3,66.505,4,13.216,3.921,310.215E-6,1.503,1.639,4.509,14.289,1.239,5.671,9.860,17.923,17.013,0.822974,0.266780,8.737,common_voice_en_164507.mp3,fourties,male
109.850,120.374,28.280,76.690,178.540,172,161,8.334187E-3,1.894843E-3,51.724,7,15.673,2.273,189.427E-6,0.809,1.030,2.427,11.528,1.046,4.825,6.080,12.261,14.474,0.849941,0.210998,9.462,common_voice_en_164508.mp3,fourties,male
176.635,159.173,48.736,75.009,229.005,170,164,6.297925E-3,2.352429E-3,67.262,5,9.525,2.938,185.054E-6,1.061,1.377,3.184,10.762,1.050,3.741,5.819,9.743,11.224,0.880119,0.159488,10.973,common_voice_en_164509.mp3,fourties,male
113.754,109.710,17.875,75.835,136.830,134,130,9.136466E-3,1.642884E-3,60.577,3,4.560,3.165,289.208E-6,0.984,1.217,2.953,10.017,0.957,3.790,6.057,11.967,11.371,0.884620,0.155296,11.121,common_voice_en_164510.mp3,fourties,male
99.228,126.558,48.375,74.755,247.442,190,180,7.964785E-3,2.923929E-3,59.645,8,17.361,3.389,269.961E-6,1.344,1.554,4.031,11.747,1.049,5.138,6.361,10.688,15.415,0.860560,0.203548,10.392,common_voice_en_164511.mp3,fourties,male
105.691,109.803,21.379,75.929,152.329,139,133,9.172578E-3,1.778050E-3,58.387,5,10.105,3.316,304.138E-6,1.198,1.427,3.594,9.166,0.816,3.398,5.160,11.571,10.193,0.877460,0.170161,11.374,common_voice_en_164512.mp3,fourties,male
111.749,113.349,22.910,75.761,175.583,202,195,8.840739E-3,1.745933E-3,57.240,6,17.368,3.520,311.191E-6,1.286,1.824,3.858,12.436,1.218,5.310,7.585,11.933,15.930,0.849416,0.205194,8.900,common_voice_en_164513.mp3,fourties,male
113.663,114.473,24.368,75.363,175.707,206,199,8.804413E-3,1.938857E-3,56.674,6,12.526,3.571,314.397E-6,1.138,1.685,3.414,9.759,1.033,3.309,5.350,9.650,9.927,0.855557,0.201676,9.884,common_voice_en_164514.mp3,fourties,male
125.672,125.859,25.818,80.474,181.261,199,193,7.946276E-3,1.707133E-3,48.903,5,11.151,2.654,210.932E-6,1.173,1.197,3.518,10.731,1.044,5.134,6.966,9.315,15.403,0.849384,0.218924,9.391,common_voice_en_164515.mp3,fourties,male
99.867,108.085,24.394,75.100,159.322,97,89,9.259789E-3,2.033492E-3,72.222,5,10.156,3.039,281.408E-6,0.940,1.205,2.820,8.370,0.832,3.354,5.120,8.171,10.061,0.901534,0.127704,11.864,common_voice_en_164516.mp3,fourties,male
111.879,115.132,15.807,95.357,157.134,99,96,8.700452E-3,1.146364E-3,63.492,2,4.834,2.959,257.444E-6,1.407,1.620,4.222,16.257,1.496,6.663,11.016,17.329,19.988,0.810875,0.324896,7.824,common_voice_en_164517.mp3,fourties,male
123.338,125.170,17.314,78.498,165.038,134,132,8.011246E-3,1.164672E-3,64.495,1,4.881,2.965,237.531E-6,1.118,1.515,3.355,10.196,1.020,3.771,5.557,11.705,11.314,0.924580,0.100645,13.649,common_voice_en_164518.mp3,fourties,male
98.281,109.538,26.348,74.989,188.310,242,234,9.220979E-3,2.182893E-3,48.519,7,16.342,3.506,323.256E-6,1.122,1.552,3.367,11.647,1.057,3.814,6.648,13.410,11.443,0.890226,0.151758,11.835,common_voice_en_164519.mp3,fourties,male
103.300,116.474,33.564,77.238,251.589,133,124,8.553176E-3,2.158288E-3,61.290,7,10.264,3.200,273.702E-6,1.363,1.687,4.090,19.094,1.635,8.892,13.951,27.635,26.676,0.724609,0.457804,5.031,common_voice_en_164520.mp3,fourties,male
135.347,130.207,32.985,78.895,185.788,102,99,7.666264E-3,2.072910E-3,70.632,2,5.785,3.633,278.529E-6,1.339,1.604,4.018,13.026,1.142,4.798,6.563,12.965,14.394,0.874787,0.162650,10.080,common_voice_en_164521.mp3,fourties,male
133.629,139.038,30.735,93.534,214.907,148,145,7.174664E-3,1.517217E-3,59.774,2,3.822,1.763,126.509E-6,0.760,0.845,2.280,7.466,0.842,2.838,3.389,6.533,8.514,0.948392,0.065635,16.892,common_voice_en_164522.mp3,fourties,male
118.100,116.728,19.392,75.392,166.571,265,256,8.583922E-3,1.504178E-3,51.540,8,14.080,2.796,240.043E-6,1.036,1.176,3.107,8.726,0.862,3.193,4.673,10.020,9.580,0.902533,0.143213,13.898,common_voice_en_164523.mp3,fourties,male
121.220,123.140,21.231,75.849,175.751,167,162,8.190019E-3,1.478410E-3,55.556,4,9.202,3.068,251.250E-6,1.068,1.312,3.203,7.707,0.856,2.674,4.230,9.979,8.023,0.891286,0.141458,12.628,common_voice_en_164524.mp3,fourties,male
106.668,112.780,27.754,75.299,200.187,210,203,8.910104E-3,2.146978E-3,49.614,6,12.597,3.781,336.935E-6,1.431,1.267,4.293,10.759,0.954,4.571,6.273,10.635,13.713,0.867229,0.191255,10.991,common_voice_en_164525.mp3,fourties,male
119.955,134.145,35.518,79.520,242.763,167,162,7.456872E-3,1.868981E-3,56.333,4,13.445,2.940,219.250E-6,1.031,1.254,3.093,10.703,1.051,3.592,5.255,9.917,10.776,0.887008,0.158502,11.680,common_voice_en_164526.mp3,fourties,male
115.925,119.904,29.560,75.494,194.024,258,244,8.385865E-3,2.065818E-3,51.316,13,21.003,3.628,304.222E-6,1.549,1.611,4.646,12.831,1.222,5.248,7.226,10.538,15.745,0.847922,0.218393,9.568,common_voice_en_164527.mp3,fourties,male
124.846,123.116,27.818,77.042,180.156,66,61,8.091535E-3,2.019353E-3,77.083,4,5.254,4.241,343.201E-6,1.809,1.788,5.426,12.719,1.032,5.126,7.751,11.801,15.378,0.840186,0.223768,9.919,common_voice_en_164528.mp3,fourties,male
104.540,104.126,11.858,75.309,125.221,96,91,9.579281E-3,1.134504E-3,65.468,3,8.807,2.959,283.467E-6,1.140,1.224,3.420,11.723,1.045,5.492,6.708,9.702,16.475,0.889347,0.143554,10.799,common_voice_en_164529.mp3,fourties,male
104.473,109.296,27.295,75.802,183.027,81,78,9.243948E-3,2.199897E-3,74.205,1,5.305,4.375,404.439E-6,1.183,1.562,3.549,12.812,1.224,3.846,6.153,11.453,11.539,0.819329,0.261503,8.149,common_voice_en_164530.mp3,fourties,male
91.596,104.107,23.076,74.945,158.789,147,137,9.571369E-3,2.127101E-3,55.799,7,13.080,3.080,294.780E-6,1.235,1.368,3.706,10.205,1.060,3.995,4.994,7.692,11.986,0.857236,0.209070,10.558,common_voice_en_164531.mp3,fourties,male
