Median pitch,Mean pitch,Standard deviation,Minimum pitch,Maximum pitch,Number of pulses,Number of periods,Mean period,Standard deviation of period,Fraction of locally unvoiced frames,Number of voice breaks,Degree of voice breaks,Jitter (local),"Jitter (local, absolute)",Jitter (rap),Jitter (ppq5),Jitter (ddp),Shimmer (local),"Shimmer (local, dB)",Shimmer (apq3),Shimmer (apq5),Shimmer (apq11),Shimmer (dda),Mean autocorrelation,Mean noise-to-harmonics ratio,Mean harmonics-to-noise ratio,clip_name,age,gender
182.735,184.162,22.573,138.419,255.605,443,431,5.441792E-3,0.681788E-3,51.826,10,26.721,1.908,103.853E-6,0.873,1.065,2.619,10.826,1.059,3.307,5.401,10.882,9.921,0.892251,0.157003,12.788,common_voice_en_17259237.mp3,sixties,female
172.153,180.374,38.453,124.417,304.172,318,312,5.541501E-3,1.121441E-3,51.434,5,12.862,1.688,93.540E-6,0.622,0.801,1.865,9.984,0.979,3.293,5.363,10.200,9.879,0.905896,0.126638,12.664,common_voice_en_17259238.mp3,sixties,female
198.365,191.635,25.341,131.141,227.908,129,126,5.212792E-3,0.707788E-3,69.595,2,7.223,2.369,123.476E-6,1.142,0.954,3.427,10.121,0.945,3.644,5.346,8.533,10.931,0.902193,0.146000,13.607,common_voice_en_17259239.mp3,sixties,female
198.697,199.452,17.525,168.751,246.771,213,208,5.018580E-3,0.466914E-3,59.574,1,6.672,2.159,108.360E-6,1.045,1.125,3.135,8.966,1.077,2.948,4.737,12.953,8.845,0.882083,0.199418,13.057,common_voice_en_17259240.mp3,sixties,female
170.157,172.628,13.464,143.480,224.494,239,235,5.795758E-3,0.446651E-3,53.333,3,10.205,1.161,67.318E-6,0.479,0.550,1.436,8.009,0.787,2.709,3.473,6.612,8.127,0.939313,0.091049,16.110,common_voice_en_17259241.mp3,sixties,female
164.222,164.473,21.614,101.112,207.864,296,287,6.080339E-3,0.826141E-3,54.679,8,22.684,1.973,119.944E-6,0.732,0.918,2.196,10.591,1.067,3.213,5.061,10.819,9.639,0.900799,0.132451,12.271,common_voice_en_17259242.mp3,sixties,female
175.223,179.845,22.511,142.795,242.043,491,482,5.565125E-3,0.683837E-3,41.732,8,18.657,1.773,98.657E-6,0.817,0.925,2.451,10.597,1.083,3.123,4.925,11.885,9.370,0.913902,0.123735,13.704,common_voice_en_17259243.mp3,sixties,female
184.621,187.124,8.900,169.346,212.262,159,156,5.354720E-3,0.277733E-3,68.056,2,6.200,1.172,62.753E-6,0.541,0.528,1.623,7.363,0.781,2.832,3.958,6.923,8.495,0.943706,0.073915,16.306,common_voice_en_17259244.mp3,sixties,female
188.526,187.971,12.022,168.505,235.538,187,182,5.315766E-3,0.345162E-3,62.606,4,9.754,1.323,70.347E-6,0.582,0.612,1.746,8.565,0.869,2.531,3.694,8.813,7.592,0.944873,0.066105,15.342,common_voice_en_17259245.mp3,sixties,female
167.878,171.953,22.344,141.193,233.164,383,372,5.826766E-3,0.742401E-3,48.904,10,18.062,2.137,124.492E-6,1.002,0.992,3.006,8.761,0.900,2.815,4.049,8.686,8.446,0.907506,0.126875,13.070,common_voice_en_17259246.mp3,sixties,female
172.696,180.228,20.622,139.279,251.752,404,394,5.555859E-3,0.622429E-3,46.864,6,9.714,1.840,102.233E-6,0.845,0.809,2.536,10.189,0.982,3.594,5.177,10.296,10.781,0.901904,0.159675,13.610,common_voice_en_17259247.mp3,sixties,female
199.626,197.918,17.196,156.014,232.061,139,136,5.060198E-3,0.460789E-3,67.230,1,2.296,1.635,82.735E-6,0.695,0.992,2.085,11.556,1.161,4.822,7.393,12.709,14.466,0.912580,0.117635,12.724,common_voice_en_17259248.mp3,sixties,female
172.698,175.495,16.545,137.398,237.494,518,507,5.702337E-3,0.532164E-3,42.270,9,15.606,1.982,113.025E-6,0.964,0.968,2.892,7.988,0.852,3.140,4.277,7.528,9.419,0.902897,0.134880,13.227,common_voice_en_17259249.mp3,sixties,female
173.530,173.939,14.061,143.588,198.229,338,333,5.755889E-3,0.491578E-3,45.339,4,8.860,1.815,104.495E-6,0.962,0.949,2.885,9.266,0.980,3.285,4.941,9.863,9.856,0.922879,0.102992,14.479,common_voice_en_17259250.mp3,sixties,female
208.830,202.139,30.054,150.518,258.487,151,147,4.938562E-3,0.765898E-3,71.221,3,9.426,2.379,117.496E-6,1.025,1.027,3.074,9.506,0.974,3.511,5.557,10.261,10.533,0.896411,0.139408,12.021,common_voice_en_17259251.mp3,sixties,female
187.290,186.095,25.177,153.362,238.349,144,140,5.373047E-3,0.717442E-3,69.351,3,14.447,1.400,75.208E-6,0.661,0.661,1.984,9.023,0.818,3.113,4.787,7.616,9.339,0.924986,0.101142,14.762,common_voice_en_17259252.mp3,sixties,female
205.967,205.036,14.811,172.478,233.793,119,114,4.876286E-3,0.429257E-3,77.500,3,11.621,2.003,97.665E-6,0.918,0.901,2.755,9.635,0.856,2.897,3.627,9.237,8.692,0.888307,0.182160,12.590,common_voice_en_17259253.mp3,sixties,female
183.520,179.806,17.651,141.278,238.753,438,428,5.557061E-3,0.563754E-3,50.758,9,18.268,1.389,77.196E-6,0.606,0.650,1.819,8.785,0.943,2.961,4.414,8.370,8.882,0.926580,0.102269,14.111,common_voice_en_17259254.mp3,sixties,female
171.576,180.015,27.450,123.735,291.135,359,347,5.552076E-3,0.822751E-3,53.215,10,28.989,1.944,107.906E-6,0.866,0.894,2.597,7.567,0.794,3.228,3.903,6.552,9.685,0.901678,0.141857,12.756,common_voice_en_17259255.mp3,sixties,female
185.446,195.868,29.229,156.544,262.927,277,272,5.113358E-3,0.760250E-3,54.801,4,6.913,1.507,77.063E-6,0.646,0.746,1.939,8.275,0.866,2.944,4.456,8.751,8.831,0.922250,0.101486,13.619,common_voice_en_17259256.mp3,sixties,female
189.699,195.475,15.184,172.600,228.248,233,230,5.120950E-3,0.409643E-3,54.958,2,8.372,1.927,98.692E-6,0.986,1.101,2.957,8.725,0.906,3.121,4.562,9.192,9.362,0.913558,0.122510,13.483,common_voice_en_17259257.mp3,sixties,female
175.638,177.101,14.903,123.701,211.726,372,361,5.653561E-3,0.530100E-3,50.690,10,19.141,1.680,94.953E-6,0.684,0.721,2.053,9.576,0.896,3.230,4.893,8.342,9.690,0.916092,0.114892,13.476,common_voice_en_17259258.mp3,sixties,female
190.128,204.400,55.869,163.639,542.253,293,282,4.898534E-3,0.978823E-3,63.284,8,22.438,1.664,81.533E-6,0.737,0.775,2.210,9.289,0.944,3.366,4.480,7.851,10.097,0.905141,0.131840,12.568,common_voice_en_17259259.mp3,sixties,female
195.807,199.713,18.951,166.698,236.637,180,177,5.028634E-3,0.498149E-3,65.000,2,4.993,3.327,167.294E-6,2.008,1.568,6.023,10.974,0.992,4.345,5.212,8.196,13.036,0.885160,0.166101,11.828,common_voice_en_17259260.mp3,sixties,female
198.929,199.992,16.372,170.512,239.655,274,270,5.003398E-3,0.420492E-3,54.902,3,11.062,1.315,65.804E-6,0.543,0.629,1.630,8.891,0.896,3.619,4.543,6.894,10.856,0.944509,0.071446,16.214,common_voice_en_17259261.mp3,sixties,female
180.184,183.085,19.870,125.414,240.981,407,395,5.459733E-3,0.609638E-3,49.340,10,17.086,1.830,99.917E-6,0.773,0.845,2.320,9.617,0.927,3.242,4.612,8.754,9.727,0.911616,0.116529,13.008,common_voice_en_17259262.mp3,sixties,female
182.245,190.838,38.061,151.325,367.990,172,163,5.289466E-3,0.867855E-3,62.606,7,18.197,2.325,122.958E-6,1.085,1.050,3.256,10.586,1.037,4.257,5.105,8.957,12.771,0.874615,0.190063,11.459,common_voice_en_17259263.mp3,sixties,female
197.014,198.315,17.799,164.922,229.569,127,123,5.060798E-3,0.473941E-3,73.780,3,5.592,1.769,89.547E-6,0.734,0.899,2.201,11.881,1.137,3.024,5.277,12.231,9.072,0.929249,0.091810,14.073,common_voice_en_17259264.mp3,sixties,female
197.526,204.751,23.631,169.389,255.768,125,121,4.901904E-3,0.576451E-3,76.404,3,6.807,2.344,114.884E-6,1.056,1.154,3.168,7.756,0.922,2.592,3.952,7.157,7.777,0.874840,0.185762,12.130,common_voice_en_17259265.mp3,sixties,female
191.450,195.826,26.625,103.655,251.547,390,386,5.113815E-3,0.721408E-3,46.351,3,3.439,1.434,73.312E-6,0.565,0.619,1.695,8.882,0.871,3.226,4.910,8.503,9.678,0.930343,0.099980,14.223,common_voice_en_17259266.mp3,sixties,female
175.209,178.119,14.855,133.910,221.073,520,502,5.610952E-3,0.486925E-3,58.017,17,37.727,1.956,109.748E-6,0.896,0.856,2.688,9.349,0.934,3.080,4.775,9.186,9.240,0.905391,0.127291,12.634,common_voice_en_17259267.mp3,sixties,female
181.836,178.967,17.210,145.783,228.456,212,206,5.592321E-3,0.543568E-3,61.190,5,12.309,1.634,91.398E-6,0.716,0.723,2.148,8.300,0.825,2.821,4.248,6.931,8.462,0.909479,0.121325,12.397,common_voice_en_17259268.mp3,sixties,female
225.983,218.065,28.707,119.777,254.666,119,115,4.580408E-3,0.799102E-3,77.049,3,11.797,2.735,125.288E-6,1.277,0.805,3.831,10.571,1.040,3.301,4.226,8.061,9.902,0.890259,0.158705,11.399,common_voice_en_17259269.mp3,sixties,female
183.009,186.595,21.541,156.911,240.938,107,102,5.361464E-3,0.599774E-3,75.882,4,20.519,1.869,100.229E-6,0.826,0.830,2.477,13.868,1.258,4.237,7.126,17.195,12.711,0.860866,0.197560,9.419,common_voice_en_17259270.mp3,sixties,female
188.343,184.879,23.618,142.469,227.622,210,203,5.408972E-3,0.738572E-3,57.520,6,20.295,1.846,99.843E-6,0.703,0.800,2.109,12.101,1.187,3.999,6.411,14.478,11.997,0.889221,0.152871,11.056,common_voice_en_17259271.mp3,sixties,female
180.480,182.911,28.799,104.330,252.313,363,353,5.498162E-3,0.945011E-3,59.254,9,21.301,2.139,117.633E-6,0.914,1.026,2.742,8.973,0.967,2.958,3.716,7.226,8.874,0.900172,0.135045,12.157,common_voice_en_17259272.mp3,sixties,female
243.169,238.233,35.826,149.648,320.808,121,117,4.271143E-3,0.775522E-3,80.475,3,7.130,2.885,123.235E-6,1.473,1.162,4.419,9.009,0.863,3.659,5.115,6.993,10.977,0.905475,0.131909,13.226,common_voice_en_17259273.mp3,sixties,female
181.107,178.693,26.900,124.997,251.873,438,426,5.598322E-3,0.853845E-3,55.701,11,24.555,1.809,101.296E-6,0.863,0.910,2.588,9.020,0.882,3.435,4.452,8.435,10.304,0.895634,0.144447,11.923,common_voice_en_17259275.mp3,sixties,female
195.879,192.674,26.040,137.987,254.983,182,179,5.204838E-3,0.732501E-3,66.237,2,1.547,1.616,84.092E-6,0.736,0.908,2.209,8.314,0.820,2.673,3.903,8.197,8.019,0.913081,0.120013,13.314,common_voice_en_17259277.mp3,sixties,female
192.475,189.422,22.759,129.889,230.345,193,188,5.289292E-3,0.682686E-3,66.176,4,11.299,1.841,97.400E-6,0.734,0.864,2.203,7.592,0.826,2.974,4.305,7.085,8.923,0.905323,0.125822,12.199,common_voice_en_17259278.mp3,sixties,female
183.080,186.299,23.029,135.132,247.360,458,445,5.373018E-3,0.669902E-3,55.712,12,31.795,1.608,86.375E-6,0.648,0.802,1.943,9.539,1.015,3.097,4.479,8.621,9.292,0.909253,0.128216,13.521,common_voice_en_17259279.mp3,sixties,female
185.669,189.144,44.451,102.762,596.988,443,430,5.302162E-3,0.970776E-3,50.546,9,17.099,1.510,80.048E-6,0.561,0.632,1.683,8.869,0.895,2.812,4.285,8.768,8.435,0.921589,0.102788,13.459,common_voice_en_17259281.mp3,sixties,female
187.499,198.755,36.591,147.723,279.753,227,225,5.050688E-3,0.865998E-3,62.077,1,2.766,0.961,48.512E-6,0.391,0.454,1.172,7.119,0.792,2.330,3.529,6.433,6.989,0.946864,0.067151,15.568,common_voice_en_17259282.mp3,sixties,female
170.542,187.979,45.420,133.046,335.159,438,424,5.345847E-3,1.210925E-3,51.036,12,25.967,2.204,117.816E-6,1.013,1.164,3.040,10.627,1.104,3.416,5.497,11.625,10.248,0.878927,0.167164,11.235,common_voice_en_17259283.mp3,sixties,female
191.178,188.137,26.645,130.084,239.862,236,233,5.324861E-3,0.791161E-3,53.723,2,6.987,1.645,87.583E-6,0.684,0.770,2.053,9.746,1.044,3.342,5.373,12.532,10.027,0.926913,0.092359,13.921,common_voice_en_17259284.mp3,sixties,female
175.863,182.976,51.509,137.942,596.727,351,335,5.469328E-3,1.088215E-3,56.752,14,24.679,1.826,99.881E-6,0.783,0.814,2.350,10.716,1.119,3.065,5.357,11.534,9.195,0.893350,0.148995,11.723,common_voice_en_17259285.mp3,sixties,female
172.872,179.654,24.084,144.521,255.384,300,288,5.585161E-3,0.726065E-3,62.346,11,28.510,2.152,120.182E-6,0.949,1.033,2.846,10.978,1.012,3.532,5.029,12.568,10.596,0.886702,0.152899,11.042,common_voice_en_17259287.mp3,sixties,female
181.801,181.494,11.262,151.876,205.848,119,115,5.501025E-3,0.364576E-3,69.782,3,16.921,2.264,124.566E-6,1.150,0.915,3.451,8.724,0.964,2.542,3.873,7.355,7.626,0.901728,0.139960,12.971,common_voice_en_17259288.mp3,sixties,female
167.704,170.885,21.412,107.285,223.752,390,379,5.855577E-3,0.754764E-3,52.500,10,21.821,1.543,90.373E-6,0.641,0.604,1.924,9.071,0.886,3.201,4.550,7.766,9.604,0.910311,0.120814,13.398,common_voice_en_17259289.mp3,sixties,female
194.726,194.826,15.987,135.666,229.237,322,315,5.127287E-3,0.444746E-3,59.857,6,14.251,1.144,58.660E-6,0.497,0.494,1.491,8.030,0.819,2.677,4.090,7.451,8.030,0.931425,0.090554,14.727,common_voice_en_17259290.mp3,sixties,female
186.930,189.141,25.451,145.971,280.034,228,225,5.297987E-3,0.685098E-3,57.330,2,5.910,1.025,54.322E-6,0.402,0.456,1.206,8.461,0.840,2.745,4.230,8.008,8.236,0.952602,0.053867,15.223,common_voice_en_17259291.mp3,sixties,female
214.045,207.588,37.305,141.060,266.994,185,183,4.829122E-3,0.930135E-3,65.407,1,4.043,2.091,100.969E-6,0.954,1.115,2.861,10.227,1.103,3.857,5.637,10.306,11.570,0.900490,0.129618,12.012,common_voice_en_17259292.mp3,sixties,female
208.760,202.379,19.700,164.529,242.257,247,244,4.950752E-3,0.500902E-3,56.720,2,6.734,1.284,63.584E-6,0.607,0.672,1.821,6.827,0.740,1.983,2.844,5.190,5.948,0.947545,0.064725,16.130,common_voice_en_17259293.mp3,sixties,female
198.104,205.488,32.326,159.449,293.242,241,239,4.867874E-3,0.762293E-3,58.511,1,4.591,1.125,54.741E-6,0.441,0.550,1.323,7.548,0.716,2.621,4.028,8.694,7.863,0.941812,0.079466,16.102,common_voice_en_17259295.mp3,sixties,female
175.034,182.190,34.017,118.907,250.320,139,136,5.492841E-3,1.033831E-3,65.552,2,10.610,1.813,99.608E-6,0.552,0.775,1.655,9.165,0.778,3.283,5.256,9.937,9.848,0.905443,0.123560,12.215,common_voice_en_17259296.mp3,sixties,female
165.744,170.619,26.261,107.767,238.473,306,300,5.863468E-3,0.856260E-3,47.131,5,15.468,1.516,88.895E-6,0.594,0.703,1.781,8.508,0.831,2.988,3.992,8.020,8.963,0.922997,0.099734,13.526,common_voice_en_17259297.mp3,sixties,female
199.746,200.428,17.871,164.104,274.786,241,236,4.988326E-3,0.451778E-3,56.728,4,11.705,1.452,72.442E-6,0.598,0.667,1.795,9.350,0.985,3.413,4.857,10.195,10.240,0.927033,0.092146,13.226,common_voice_en_17259298.mp3,sixties,female
170.900,172.353,20.785,130.872,235.961,337,325,5.819990E-3,0.731165E-3,58.075,11,27.803,2.192,127.559E-6,0.997,0.955,2.990,8.959,0.912,2.857,3.987,8.612,8.570,0.888751,0.156816,11.815,common_voice_en_17259299.mp3,sixties,female
195.964,195.867,20.035,154.824,228.204,116,114,5.097087E-3,0.593829E-3,71.918,1,1.738,1.390,70.830E-6,0.534,0.628,1.603,10.018,1.024,3.630,5.117,9.970,10.889,0.947426,0.061517,15.149,common_voice_en_17259300.mp3,sixties,female
192.269,191.861,19.415,150.619,228.834,369,362,5.228160E-3,0.549490E-3,57.800,6,18.940,1.408,73.612E-6,0.648,0.714,1.944,11.269,1.052,3.938,6.062,13.335,11.815,0.923359,0.100072,13.802,common_voice_en_17259301.mp3,sixties,female
175.700,177.886,23.259,133.102,323.280,533,520,5.620721E-3,0.725370E-3,49.502,12,27.915,1.479,83.152E-6,0.596,0.725,1.788,9.674,0.925,3.623,5.068,8.164,10.870,0.921098,0.102809,13.544,common_voice_en_17259302.mp3,sixties,female
185.710,194.030,35.013,141.735,308.330,259,253,5.186519E-3,0.899280E-3,58.170,5,14.218,1.860,96.490E-6,0.891,0.768,2.674,10.168,0.921,3.646,5.021,11.282,10.938,0.912275,0.121517,13.445,common_voice_en_17259303.mp3,sixties,female
187.769,191.035,51.413,104.662,559.329,476,460,5.247636E-3,1.088332E-3,52.486,14,31.754,2.142,112.424E-6,0.975,1.123,2.925,9.288,0.971,2.987,4.512,9.306,8.960,0.885934,0.169880,12.593,common_voice_en_17259304.mp3,sixties,female
184.568,188.044,26.293,140.775,275.835,494,488,5.317427E-3,0.734738E-3,38.328,5,8.846,1.380,73.400E-6,0.593,0.693,1.778,10.301,1.046,3.890,5.672,10.969,11.670,0.925824,0.094973,13.386,common_voice_en_17259305.mp3,sixties,female
179.379,185.095,31.408,135.184,347.825,225,215,5.444839E-3,0.797883E-3,67.864,8,21.298,1.433,78.006E-6,0.558,0.554,1.675,8.993,0.838,3.713,4.744,7.330,11.140,0.888737,0.150793,11.335,common_voice_en_17259306.mp3,sixties,female
196.477,199.942,29.744,156.866,258.267,143,142,5.025556E-3,0.756201E-3,65.744,0,0,1.214,61.025E-6,0.513,0.615,1.538,8.142,0.952,3.300,4.207,7.557,9.900,0.952911,0.055552,15.304,common_voice_en_17259307.mp3,sixties,female
173.598,177.367,46.833,112.157,596.415,628,603,5.647885E-3,1.075161E-3,52.585,22,34.606,2.074,117.164E-6,0.939,0.939,2.816,9.363,0.992,3.065,4.429,8.364,9.194,0.889484,0.155236,11.547,common_voice_en_17259308.mp3,sixties,female
180.736,177.983,17.517,122.816,211.256,174,169,5.604043E-3,0.595884E-3,62.533,4,29.209,1.629,91.263E-6,0.720,0.512,2.159,7.363,0.702,2.491,3.903,6.704,7.473,0.919269,0.115030,14.398,common_voice_en_17259309.mp3,sixties,female
192.782,201.269,32.787,150.462,363.393,176,174,4.991427E-3,0.694202E-3,60.328,1,1.338,1.454,72.563E-6,0.666,0.822,1.998,9.049,0.956,2.975,4.883,9.011,8.924,0.947342,0.068529,15.878,common_voice_en_17259311.mp3,sixties,female
170.438,178.441,25.574,133.789,250.758,366,359,5.621186E-3,0.787821E-3,49.823,4,9.967,1.852,104.112E-6,0.888,0.998,2.664,8.859,0.938,3.089,4.553,9.041,9.266,0.919219,0.111486,14.171,common_voice_en_17259312.mp3,sixties,female
214.684,203.753,31.645,100.680,262.518,182,178,4.993683E-3,1.031853E-3,69.620,3,8.315,3.296,164.606E-6,1.527,1.740,4.580,9.941,1.007,3.187,4.952,9.841,9.561,0.879429,0.192212,12.431,common_voice_en_17259313.mp3,sixties,female
174.608,186.241,31.602,143.211,283.985,482,471,5.363734E-3,0.853310E-3,46.508,10,17.290,1.402,75.210E-6,0.635,0.741,1.904,9.277,0.946,3.083,4.615,8.728,9.249,0.927337,0.095209,14.346,common_voice_en_17259314.mp3,sixties,female
165.852,176.515,33.843,118.087,336.642,329,323,5.673308E-3,1.029514E-3,53.137,5,18.820,2.258,128.107E-6,1.035,0.965,3.105,10.669,0.966,3.667,5.333,10.960,11.002,0.902047,0.133031,12.876,common_voice_en_17259315.mp3,sixties,female
177.881,187.163,29.821,136.196,266.166,349,342,5.346390E-3,0.846937E-3,54.189,6,14.028,1.910,102.122E-6,0.978,1.063,2.934,7.683,0.847,2.713,3.713,7.045,8.140,0.919027,0.116721,14.866,common_voice_en_17259316.mp3,sixties,female
196.331,193.371,12.643,167.771,225.393,136,133,5.199454E-3,0.336908E-3,67.559,2,3.554,2.047,106.434E-6,1.038,1.047,3.113,8.637,0.853,2.920,4.646,6.801,8.760,0.913810,0.110847,13.122,common_voice_en_17259318.mp3,sixties,female
171.527,168.822,17.912,138.523,222.157,318,312,5.930257E-3,0.640833E-3,49.704,5,13.485,1.394,82.661E-6,0.694,0.815,2.083,9.566,0.905,3.123,4.773,8.334,9.370,0.919964,0.112644,14.503,common_voice_en_17259319.mp3,sixties,female
185.151,187.403,21.311,153.735,235.377,92,89,5.325636E-3,0.653523E-3,75.362,2,9.193,2.059,109.629E-6,0.902,0.778,2.705,7.538,0.923,2.685,3.464,6.380,8.056,0.897983,0.136011,12.960,common_voice_en_17259320.mp3,sixties,female
172.788,182.708,37.574,106.672,283.635,424,411,5.463664E-3,1.025732E-3,47.819,10,17.166,1.537,83.998E-6,0.735,0.819,2.205,10.007,0.966,3.418,4.776,9.430,10.254,0.913413,0.114814,13.466,common_voice_en_17259321.mp3,sixties,female
164.294,171.040,25.062,133.001,287.501,464,451,5.855568E-3,0.818886E-3,48.711,11,29.646,1.625,95.149E-6,0.777,0.735,2.331,9.580,1.011,3.099,4.760,9.350,9.297,0.907771,0.123775,12.729,common_voice_en_17259322.mp3,sixties,female
